*rts_i;2095;3562;4904;1786;582;8354;7778;6867;4011
*i_0501;2;6;11;1;0;9;26;0;2
*postLikes_5000;11;43;13;11;2;28;46;51;13
*postComments_64;4;22;11;4;0;22;59;8;51
*postReposts_21;15;43;24;14;0;78;80;33;66
*postDate_18-11-2025;48;93;76;16;9;422;296;353;67
*commentDate_18-11-2025;33;81;58;11;10;339;206;295;59
*commentLikes_136;0;0;0;0;0;1;2;4;0
*lang_fr;2095;3562;4904;1786;582;8354;7778;6867;4011
-*goran___gnv;0;0;0;1;0;0;2;2;0
*commentDate_19-11-2025;42;92;25;9;5;194;239;530;100
*commentLikes_1;429;731;794;243;103;1411;1265;1139;658
-*laviedesf77;2;5;16;2;0;5;23;2;1
*commentLikes_211;0;1;2;1;1;1;1;0;0
-*wabisabi_and_kimchi;1;0;2;0;0;8;4;3;5
*commentLikes_4;61;127;265;102;30;400;359;312;184
-*technicyan_;0;2;4;1;0;3;9;3;1
*commentLikes_0;874;1601;1280;348;206;2600;2480;2056;1139
-*mlhg_64;0;0;1;0;0;2;1;0;0
-*neko_sousou;0;0;1;0;0;0;0;0;0
*commentDate_20-11-2025;28;105;16;7;2;157;108;128;145
-*arthurito_lex;0;6;27;0;0;11;41;22;9
*commentLikes_3;119;170;357;128;30;556;518;428;296
-*emeraudeperle;1;2;6;4;1;9;8;3;0
-*richard_meulien;0;1;1;1;0;2;0;2;0
*commentLikes_2;174;304;476;165;61;842;763;623;447
-*naimeninou;0;0;0;0;0;1;0;0;0
*commentLikes_12;21;20;82;22;4;100;82;77;49
-*volik680;0;1;1;0;0;2;0;1;1
*commentLikes_9;18;31;103;43;9;132;118;114;73
-*ganesh_clement;30;22;25;20;0;23;33;18;36
*commentLikes_11;13;23;64;23;2;99;99;84;60
-*celhadon_images;0;1;1;0;0;0;1;0;0
-*greg__marc;0;0;0;0;0;0;1;0;0
-*zvonwo;1;0;0;0;0;3;4;0;0
*commentLikes_8;32;49;121;52;8;191;143;149;73
-*cedricdemontst;0;5;2;1;0;0;3;1;3
-*justrandev;0;0;2;0;0;0;3;1;0
-*mysmys_62;0;1;11;1;2;5;4;4;0
-*senad_x;1;0;0;0;0;0;1;0;0
-*pirouette_kakahuete;0;0;0;0;0;2;1;0;0
-*vive_le_valais;0;0;0;1;0;1;4;1;0
*commentDate_21-11-2025;81;65;20;16;18;238;152;111;98
