"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"ressortir";1;1;1;1;1;0,009;1;1;0,799
"radical";1;0,496;1;1;0,57;0,004;1;1;1
"queue";1;0,627;1;1;0,708;0,338;1;0,011;1
"pâte";0,015;0;1;1;1;1;1;1;1
"puer";0,376;1;1;0,017;1;0,795;1;1;1
"puch";0;1;1;1;1;1;1;0,692;0,935
"prétexte";1;0,627;0,119;1;1;0;1;1;1
"projeter";1;0,627;1;1;0,708;0,002;1;1;1
"privilégié";1;1;1;1;0,02;0;1;1;1
"poussin";1;0;1;1;1;1;1;1;1
"piéger";1;1;0;1;1;1;1;1;1
"pile";1;1;1;1;1;1;0,621;0;1
"pcq";1;1;1;0,14;0,107;1;1;0,011;1
"passionnant";1;1;1;0,14;0,708;1;1;1;0,005
"particule";1;0,001;0;1;1;0,667;1;1;1
"panier";1;0,053;1;0;1;1;0,621;1;1
"palmarès";1;1;1;1;0,641;1;0;1;1
"ouvrage";1;0,496;1;1;0,001;0,536;1;1;1
"orienter";1;1;1;0;0,708;1;1;1;1
"of";1;1;1;1;1;1;1;0;1
"octobre";1;1;0,095;1;1;1;0,621;0;1
"nuance";1;0,563;1;0;0,641;1;1;1;1
"nouvel";0,015;0,627;1;1;0;1;0,687;1;1
"neutre";1;1;1;1;0,708;1;0;1;1
"neurone";0,376;1;1;0;1;1;1;1;1
"nazi";1;1;1;1;0;1;1;1;1
"naturellement";1;0,002;1;1;0;1;1;1;0,935
"nana";1;1;1;1;1;0,667;1;0,039;1
"nain";0,009;0;1;1;1;1;0,621;0,571;1
"mémé";1;1;0,072;0,005;1;1;0,551;1;1
"médiocre";1;1;1;0,001;0,708;0,019;1;1;1
"mâle";1;0;1;0;1;1;1;1;1
"mythe";1;0,627;1;0,14;0;1;1;1;1
"moustique";1;0,002;0,119;1;1;1;1;0,266;1
"mouillemerde";1;1;1;1;1;1;1;0;1
"motiver";1;1;1;0,017;1;0,019;1;1;1
"mnt";1;1;1;1;1;1;1;0;1
"maîtrise";1;1;1;0,099;1;0,667;1;0,039;1
"maths";1;1;1;0;1;0,536;1;1;1
"marcel";1;0;1;1;1;0,338;1;0,692;1
"maintenir";0,376;1;1;1;0;1;1;1;0,935
"légèrement";1;1;1;0,483;1;1;0,621;0,005;1
"like";1;1;1;1;1;1;1;0;1
"laine";1;0,627;1;1;1;1;1;0,011;0,935
"kilomètre";1;1;1;0,009;1;0,246;1;1;1
"kiff";0,376;1;1;1;1;1;0,687;0,001;0,935
"jurassien";1;1;1;1;1;1;0;0,571;1
"jeudi";1;1;1;1;1;0,795;0,687;0;1
"janvier";0,376;1;1;1;1;1;1;0;1
"insultant";1;1;1;0;1;1;0,551;1;1
"insouciance";1;1;1;1;0,708;1;1;1;0
"insecte";1;0;1;1;1;0,795;1;1;1
"immigré";1;1;1;1;1;0;0,687;1;1
"imagination";1;1;1;0;1;1;1;1;1
"herbe";1;1;1;1;0,708;0,002;1;1;1
"heidi";1;1;1;1;1;1;1;1;0
"gris";1;1;1;1;1;0,019;1;1;0,935
"grec";1;1;1;0,14;0,708;0,795;1;1;0,449
"graver";1;1;1;1;1;1;1;1;0,001
"gendarme";1;1;1;1;1;1;0;0,011;1
"gay";1;1;1;1;0;1;1;1;1
"gardien";1;1;1;1;0,708;0,019;0,687;0,692;1
"frustré";0,376;1;1;0;0;1;1;1;1
"frontalier";1;1;1;1;1;1;0;1;1
"four";1;0;1;1;1;1;1;1;1
"fonder";1;0,074;1;0,57;0,708;0,795;1;1;1
"flotte";0;0,627;1;1;1;1;1;1;1
"fifa";1;0,627;0;1;1;1;1;1;1
"feuille";0,376;1;0,119;1;0,708;0,338;1;0,067;1
"fenêtre";1;0;1;1;1;1;0,687;1;1
"expert";1;0,627;1;0,017;1;0,019;1;1;1
"exigence";1;1;1;1;1;0;1;1;0,935
"excuse";1;1;1;0,14;0,107;0,795;1;0,266;1
"exclure";1;0,627;1;0,017;0,708;0,338;1;1;1
"ennuyeux";1;1;1;0,14;1;0,002;0,687;1;1
"emji_verre_de_vin";1;1;1;1;1;0,667;0;1;0,799
"emji_papillon";1;1;1;1;1;1;1;1;0
"emji_mains_qui_forment_un_coeur_peau_légèrement_mate";1;0,426;1;0,31;1;1;1;1;0,003
"emji_coeurs_qui_tournent";1;1;0,052;1;1;1;1;1;0
"emji_coeur_jaune";1;1;1;1;1;1;0,551;1;0
"effrayant";1;1;0;1;0,708;0,019;1;1;1
"dîner";1;0,496;1;1;1;1;1;0;1
"détail";1;1;0;0,14;0,708;1;1;0,266;1
"désagréable";0,376;1;0;0;1;1;1;1;1
"démon";1;1;1;1;0,002;0,009;1;1;1
"définitivement";1;0,627;1;1;0,708;0,795;1;0,011;1
"débarbouillette";0;1;1;1;1;1;1;1;1
"doucement";0,326;1;1;0,483;1;0;1;1;1
"document";1;1;1;0,57;1;1;0;1;0,449
"disponible";1;1;1;1;1;0,338;0;1;0,935
"dessert";1;0,563;1;0,483;1;1;0,621;0,005;1
"croissance";1;1;0;0,57;0;1;1;1;1
"cramer";1;0,627;1;1;1;0,795;1;0,001;1
"connotation";1;1;1;0;1;1;1;1;1
"congolais";1;1;0,119;1;1;0,795;1;0;1
"commander";1;1;1;1;0,641;0;1;1;1
"collection";1;1;1;1;1;1;0,687;0;1
"coco";0,015;0,627;1;1;1;1;1;0,067;1
"cartable";0;1;1;1;1;0,338;1;1;1
"carré";0,376;0,074;1;1;1;1;0,098;0,692;1
"canon";0,015;1;1;1;0,708;0,338;0,687;1;0,935
"bâtiment";1;0,627;1;1;1;0,338;1;0,266;1
"bourge";1;1;1;1;1;1;1;0;1
"boguet";1;1;1;1;1;1;0,687;0;1
"bennett";1;1;1;1;0,57;1;1;0;1
"batterie";0,275;1;1;1;1;0,032;1;0,124;1
"barre";1;0,074;1;1;0,004;1;0,687;0,692;1
"bagnole";1;0,496;1;1;1;0,166;1;0,124;1
"aventure";1;1;1;1;1;0,338;1;1;0,005
"avc";0,376;0,627;1;1;0,708;0,098;1;1;0,935
"avaler";1;1;1;0;1;1;1;0,266;1
"autorisation";1;1;0,119;1;0;0,098;1;1;1
"aujourdhui";1;0,627;1;1;0,004;0;1;1;1
"atmosphère";0,275;1;1;1;1;1;1;1;0,008
"astuce";1;1;0;1;1;1;1;0,011;1
"associer";1;0,627;1;0;1;0,795;1;1;1
"arbitre";1;1;1;0,155;1;0,024;1;1;1
"annoncer";1;1;1;1;0,708;0;1;1;1
"animer";1;0,053;1;1;1;0,059;0,072;1;1
"alsacien";0;1;1;1;1;1;1;1;1
"alpe";0,376;0,074;1;1;1;1;0;0,692;1
"aliment";1;0;1;1;0,002;1;1;1;1
"affreux";0;1;1;0,57;1;0,098;0,687;1;1
"abus";1;0,627;0,119;1;0,708;0,002;1;1;1
"1ere";1;1;0;0;1;1;1;1;1
"éthique";1;0;0;1;0,641;1;1;1;1
"équiper";0;1;1;1;0,57;0,536;1;0,451;1
"équilibré";1;1;0,095;0,099;0,641;0,059;0,621;1;1
"élémentaire";1;1;1;1;1;0;1;1;1
"électro";1;1;1;1;0;0,166;1;1;1
"élection";1;1;1;0;1;0,667;0,621;1;1
"échapper";1;1;1;0;1;1;1;1;1
"yverdon";1;1;1;1;1;1;0,621;1;0
"yen";0,005;0;1;1;0,57;1;1;1;1
"volontaire";1;1;1;1;0;1;1;1;0,657
"vintage";0,326;1;1;1;1;1;1;0;1
"vestimentaire";1;1;1;0,009;0,641;1;1;0,571;1
"verser";0,275;0,496;0;1;0,001;1;1;1;1
"vacciner";1;0;0;1;1;1;1;1;1
"urgence";1;1;1;1;1;0;1;1;1
"ubs";1;0,001;0;1;1;1;0,621;1;1
"trump";1;1;1;0,31;0;0,982;1;0,891;1
"trauma";1;0,563;1;1;0,079;0;1;1;1
"transporter";0,009;0;1;1;1;1;1;1;1
"traduire";1;1;1;0;1;1;0,072;0,188;1
"tonne";0,275;0;0;1;1;1;1;1;1
"tits";0,326;1;1;1;1;1;0,621;0;1
"tissu";0;1;1;1;0,641;1;1;0,039;1
"tiroir";1;1;1;0,548;1;1;1;0,028;1
"terrifiant";1;0,496;1;1;1;0,004;1;1;1
"tarte";1;1;1;1;0,079;1;0,072;0,571;1
"taf";1;1;0;0,483;1;1;1;0,039;1
"tabac";1;1;1;1;1;0;1;1;1
"sérénité";1;1;1;1;0,641;1;1;1;0
"surprenant";0;1;1;1;0,641;1;0,621;1;0,096
"strict";1;0,001;1;1;1;0,009;1;1;1
"souris";1;0;1;1;1;1;0,621;1;1
"sommer";1;0,563;1;1;1;1;1;0,188;0,018
"sommeil";1;1;1;1;1;0;1;1;1
"selle";0;0,563;1;1;0,641;1;1;1;1
"seine";1;1;1;1;1;0;1;1;1
"scooter";1;1;1;1;1;0,009;0,621;0,571;1
"salarial";1;1;1;1;0;1;1;1;1
"réguler";1;0;1;1;1;1;1;1;1
"régler";1;0,563;0,095;0;1;0,246;1;1;1
"romain";0,275;0,496;1;1;1;1;1;0,002;1
"rock";0,326;1;1;1;1;1;1;0,571;0,337
"robot";1;1;0;0,925;0,418;0,055;1;1;1
"risquer";1;0,053;0;1;1;0,001;1;1;1
"retenue";0,326;0,053;1;0;1;1;1;1;1
"repartir";1;1;1;1;1;0;1;1;0,799
"reculer";1;1;1;1;1;1;1;0;1
"reconnaissance";1;1;0,095;1;0,079;0,009;1;1;1
"rat";1;0;1;1;1;1;1;1;1
"raser";0;0,053;1;1;1;0,246;1;1;1
"rapidité";0,048;1;1;0,548;1;0,328;1;1;1
"rage";1;1;1;1;0,641;1;1;0;1
"qqun";1;1;1;1;1;0,001;0,621;1;1
"pétrole";0,326;0;1;1;1;0,667;1;1;1
"puce";1;0;1;0,099;1;1;0,621;1;1
"ptit";1;0,563;1;0,483;1;1;0;1;1
"procurer";1;0,053;1;0,483;0,641;1;1;1;0,337
"privilège";1;1;1;1;0,079;0;1;1;1
"principalement";1;0,053;1;1;0,641;0,059;0,072;1;1
"poétique";1;1;1;1;0,641;1;1;1;0
"porteur";0,326;0;1;1;1;1;1;1;1
"pont";1;0,563;1;1;1;0,001;1;1;1
"plier";0,326;0,053;1;1;0,641;1;1;0,005;1
"play";1;1;1;1;1;1;0;1;0,799
"pitoyable";1;0,053;1;0;0,641;1;1;1;1
"pionnier";1;0,496;1;1;0;1;1;1;0,054
"philippe";1;1;1;1;1;1;1;0,002;0,236
"perfection";1;1;1;1;0,57;0,536;0,551;1;1
"paysage";1;1;1;1;1;0,246;1;1;0,002
"panosse";0;1;1;1;1;1;0;1;1
"ordinaire";1;0,053;1;0,483;1;1;1;1;0,337
"olivier";1;1;1;0,001;1;0,832;1;1;1
"noctambus";1;1;1;1;1;1;0,072;1;0,002
"nier";1;0,496;1;0,065;0;1;1;1;1
"natel";1;1;1;0,813;1;0,67;1;0,591;0,777
"médicament";1;1;1;1;1;0;1;1;1
"médecine";1;1;0,095;0,483;0,079;0,246;1;1;1
"moustache";1;0,563;1;1;1;1;1;0;1
"morbide";1;0;1;0;1;1;1;1;1
"montant";1;0,012;0;1;0,418;1;1;0,746;1
"miss";1;1;1;1;0,641;1;0;0,571;1
"messe";1;1;1;1;1;0,246;1;1;0,337
"menu";1;0,563;1;1;1;1;0,621;0;1
"mensonge";1;1;1;0;0,641;0,246;1;1;1
"menace";1;0,563;1;0,483;0,641;1;1;0,005;1
"maximum";1;0,022;1;1;1;0,407;1;0,335;1
"mat";1;1;1;1;1;0;1;1;1
"malbouffe";1;0,496;1;1;0,055;0,166;1;0,451;1
"maillot";0;1;1;1;0,641;1;1;0,188;1
"là_bas";1;1;0,095;1;1;0,667;0,072;0,039;1
"loyer";1;1;0;1;1;0,059;1;1;1
"liverpool";1;1;0;1;1;0,982;0,478;1;1
"live";1;1;1;0,483;0,079;0,009;1;1;1
"lfi";1;0,496;1;1;1;1;0,551;0,02;1
"juvénile";1;1;1;1;1;1;1;0;1
"juin";1;1;1;1;1;0,667;0,072;0,571;0,799
"issue";0,326;1;1;0;0,002;1;1;1;1
"iran";0,326;1;0;1;1;1;1;1;0,799
"invasion";1;0,563;1;1;1;1;0,621;0;1
"intégrer";0;1;1;0,099;1;1;0,072;1;1
"instrument";0,326;0,053;1;1;1;1;0,621;0;1
"inspiration";1;1;1;1;1;0,982;1;1;0,003
"imier";1;1;1;1;1;1;0,621;0;1
"ignorant";1;1;1;1;1;0;1;1;1
"identique";1;0,053;1;1;0,641;0,059;0,621;1;1
"honneur";1;1;1;1;0,001;1;0,551;0,451;1
"harry";1;1;1;1;1;0,632;1;1;0,084
"hahah";0,275;0,496;1;1;1;0,536;0,551;1;0,236
"gênant";1;1;1;0;1;1;1;1;1
"généreux";1;0,563;1;1;1;1;1;1;0
"gâcher";1;1;1;1;0,002;0,001;1;1;1
"gras";1;0,001;1;1;1;1;1;0;1
"gonfler";1;0,563;1;1;0;1;1;1;1
"goat";1;1;1;1;1;1;1;1;0
"gent";0;0,426;1;1;1;1;0,478;1;1
"férié";1;1;1;1;1;0;0,551;1;1
"fun";1;1;0,095;0,483;0,641;1;0;1;1
"frustration";1;1;1;0;1;1;1;1;1
"fournir";1;0,496;1;1;0,001;0,536;0,551;1;1
"fortune";1;1;1;1;1;1;1;1;0
"filtre";1;1;1;1;0,055;1;1;0,02;1
"fiable";1;1;1;1;0;0,059;1;1;1
"fesait";1;1;1;1;0,641;1;1;0,005;0,337
"fermeture";0,326;1;0;1;1;0,667;0,621;1;1
"exception";1;0,496;0,072;1;0,055;0,536;1;1;1
"essoreuse";1;1;1;1;1;1;1;0;1
"envahir";1;0;1;1;1;1;0,072;1;1
"entretien";1;0,354;1;1;1;1;1;0,746;0,085
"enrichir";1;1;1;0,065;1;0,004;0,551;1;1
"engagement";1;1;1;1;0,002;1;0,621;1;0,337
"employer";1;1;1;0,099;1;0,059;1;1;1
"emji_visage_déconcerté";1;1;0;1;1;1;1;0,591;1
"emji_visage_bâillant";1;0,563;1;0;1;1;1;1;1
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";1;1;1;1;0,641;0,059;0,621;1;1
"emji_tête_de_chat";1;1;1;1;1;1;1;1;0
"emji_note_de_musique";1;1;1;1;1;1;1;1;0
"emji_coeur_noir";1;1;1;1;1;1;1;1;0
"emji_chat";1;1;1;1;1;1;1;1;0
"electro";1;1;1;1;1;1;1;0;1
"développement";0,326;1;1;1;0,079;0,001;1;1;1
"dépression";1;1;0,095;1;1;0;1;1;1
"dénoncer";1;0,053;1;0,009;0,641;1;1;1;1
"dégât";1;0;1;1;1;0,667;1;1;1
"débattre";1;0,563;1;0;0,002;1;1;1;1
"dramatique";0,326;0;1;1;0,641;0,246;1;1;1
"dossier";1;1;1;1;0,57;0,032;0,551;1;1
"donnée";1;0;0;1;0,001;1;1;1;1
"dock";1;1;0,072;1;0,57;0,536;1;1;0,054
"diversité";1;1;1;0,009;0,641;0,246;0,621;1;1
"devise";1;1;1;1;1;1;0;0,746;1
"defaye";1;1;1;0,483;1;1;1;1;0
"david";1;1;1;1;0,57;1;1;1;0
"danseur";1;1;1;1;1;0,032;1;1;0,236
"dance";1;1;1;1;1;1;1;0;1
"côte";1;1;1;1;1;1;0,001;0,028;1
"céréale";1;0;1;1;1;1;1;1;1
"cycliste";0,326;0,001;1;1;1;0,246;1;1;1
"cravate";1;1;1;1;1;1;1;0;1
"couler";1;0,053;1;1;0,079;0,667;1;1;1
"continuation";1;0,563;1;0,009;1;1;1;1;0,018
"commettre";1;1;1;0;0,002;1;1;1;1
"collectif";1;1;1;1;1;0,001;1;0,571;1
"collant";1;0,563;1;1;1;1;1;0,005;1
"cirque";1;0;1;1;0,001;1;1;1;1
"circonstance";0,326;1;1;0;1;0,667;1;1;1
"choc";1;0,001;1;0,483;0,079;1;1;0,571;1
"challenge";1;1;1;1;1;0;1;1;1
"cave";1;1;0,072;1;0,001;0,536;1;1;1
"catégorie";1;1;1;0,065;0;1;1;1;1
"castrer";1;0;1;1;1;1;1;1;1
"carnivore";1;0;1;1;1;1;1;1;1
"capitaliste";1;1;0;1;0,57;0,536;0,551;1;1
"camping";1;1;1;1;1;0;1;1;0,799
"calmer";1;1;1;1;1;0,001;1;0,571;1
"brutal";1;1;1;1;0,055;0;1;1;1
"bourrer";1;0,563;1;0,009;1;1;0,621;0,039;1
"boulanger";1;0,563;1;1;1;1;1;0;1
"bonsoir";1;1;1;1;1;1;1;1;0
"blâmer";1;0;1;0,009;0,641;1;1;1;1
"biodiversité";1;0;1;1;0;1;1;1;1
"bible";1;1;1;0;1;1;1;1;1
"biais";1;1;1;0;0,055;1;1;1;1
"bein";1;1;1;1;0,079;0,009;1;1;1
"beauf";0,326;1;1;1;1;1;1;0;1
"balcon";1;0,001;1;1;1;0,667;1;0,571;1
"auprès_de";1;0,053;1;1;0,641;0,001;1;1;1
"au_delà";1;0,563;1;1;0,641;0,667;1;0,039;1
"attacher";1;0,426;1;1;0,496;0,102;1;1;1
"assister";1;1;1;1;1;0,004;0,551;1;1
"ascenseur";1;1;1;1;1;1;1;0;1
"anne";1;1;1;1;1;0,059;1;1;0,096
"angleterre";0,009;0,563;0,095;1;1;0,009;1;1;1
"and";0,326;0,563;1;1;0,641;1;0,072;0,039;1
"alimentation";1;0;1;0,009;0,641;1;1;1;1
"ajd";1;1;1;0;1;1;1;1;1
"ais";1;1;1;0;1;1;1;0,039;1
"ahh";1;1;1;0,483;1;1;0,621;1;0,002
"ahahah";1;1;1;1;1;1;1;0;1
"affection";1;0,001;1;1;1;0,001;1;1;1
"addition";1;1;1;0,009;1;1;1;0,14;1
"accueil";1;1;0,095;1;1;0;1;1;1
"accomplir";1;0,563;1;1;0,002;0,059;0,621;1;1
"absence";0,326;0,001;1;1;0,641;0,246;1;1;1
"abattoir";1;0,563;1;0;1;0,667;1;1;1
"île";1;1;1;1;0,055;1;1;1;0,657
"évolué";1;1;1;1;0,055;0;1;1;1
"évidement";1;1;1;0,228;0,418;1;0,401;0,23;1
"éveiller";1;1;1;0,065;1;0,536;1;1;0,236
"éternité";1;0,035;1;1;1;0,004;1;1;1
"épuiser";1;1;1;0,395;0,001;1;1;0,451;1
"épaule";1;1;1;1;0,001;1;0,551;0,02;1
"épargner";0,275;0,496;1;1;1;0,004;0,049;1;1
"éleveur";1;0;1;1;1;1;0,478;1;1
"égoïsme";1;0;1;1;1;0,166;1;1;1
"échanger";1;1;1;0;0,57;0,536;1;1;1
"vétérinaire";1;0,022;1;1;1;0;1;1;1
"végétal";1;0;1;1;1;1;1;1;1
"voyou";1;1;1;1;1;1;1;0,002;1
"vocation";1;1;0,072;1;0,055;1;1;0,02;1
"violet";1;1;1;1;1;1;1;0;1
"violer";1;0,035;1;0;0,055;1;1;1;1
"viol";1;1;1;1;0;1;1;1;1
"vilain";1;1;1;1;0,02;0,832;0,018;0,746;1
"ventre";1;0,496;1;1;0,57;0;1;1;1
"val";1;1;1;1;1;1;1;1;0
"us";1;1;1;1;0,57;1;0;1;1
"uefa";1;1;0,052;1;0;1;1;1;1
"typique";1;1;1;1;0,57;1;0;1;1
"trouble";1;1;1;1;1;0;1;1;1
"tri";1;0;1;1;1;1;1;1;1
"tranche";1;0,035;1;1;1;1;0,551;0,02;1
"tournage";1;0,496;0,072;1;1;1;0,551;0;1
"ticket";1;1;0;1;1;1;1;0,891;0,512
"techno";1;1;1;1;1;1;0;0,451;1
"tas";1;0,496;1;0,395;1;0;1;1;1
"t_shirt";1;1;1;1;1;1;0,551;0;1
"séjour";0,275;1;1;1;1;0,166;0,049;1;1
"systématiquement";1;1;1;0;0,055;1;1;1;1
"synonyme";1;1;1;0;1;1;0,478;1;1
"surconsommation";1;1;1;0,395;1;0,032;1;1;0,657
"stopper";1;0,496;1;1;0,001;0,004;1;1;1
"stage";1;1;1;1;1;1;1;0;1
"sous_titre";1;1;1;1;1;0,032;0,049;1;1
"souffle";1;1;0,072;1;1;1;0,551;0,02;1
"sonore";1;0;1;1;1;1;1;0,335;1
"skippy";1;1;1;1;0,57;1;1;0;1
"simon";1;1;1;1;1;1;0,551;1;0
"siffler";1;0,496;1;1;1;0;1;1;1
"shui";1;1;0;0,813;1;1;1;1;1
"sexisme";1;1;1;0,395;0;1;1;1;1
"semblant";1;1;0,072;0;1;1;1;1;1
"secondaire";1;1;1;0,395;1;0;1;1;1
"sanglier";1;0;1;1;1;1;1;1;1
"saisir";1;1;0,052;0;0,496;1;0,478;1;1
"réveil";1;0,496;1;1;0,57;0,032;0,551;1;1
"résumer";1;0,035;1;0,005;0,001;1;1;1;1
"résoudre";1;1;1;1;0,496;0;1;1;1
"répartie";1;1;1;0;1;1;1;1;1
"régime";1;0;1;1;1;0,407;1;1;1
"routine";1;1;0,052;1;0,496;0,407;1;0,891;1
"rouleau";0,005;1;0,072;1;1;1;1;0,124;0,657
"rond";1;1;1;1;0,57;1;0,049;0,002;1
"romands";1;1;1;1;1;1;0;1;1
"robert";1;0,035;1;0,395;1;1;1;0,02;1
"ressemblance";1;1;1;1;1;1;0,551;1;0
"repasser";1;1;1;0,395;0,055;0,032;1;1;1
"recré";1;1;1;1;1;1;1;1;0,001
"qqn";1;0,496;1;0,065;1;1;0,551;0,451;1
"pénible";1;1;0,072;0,395;0;1;1;1;1
"punition";1;0,496;0,072;0,395;0,57;0,032;1;1;1
"prévenir";1;1;0,072;1;1;0;1;1;1
"préférence";1;0,035;1;1;0,055;1;0,551;1;0,236
"précurseur";1;1;1;0,234;1;0,632;1;1;0,705
"prophète";0,275;1;1;0,005;0;1;1;1;1
"poulailler";1;0;1;1;1;1;1;1;1
"potter";1;1;1;1;1;0,632;1;1;0,084
"portrait";1;1;1;1;1;1;1;1;0
"pompe";0,275;1;1;1;1;0,004;1;0,451;1
"pointer";1;1;0,072;1;0,57;0,004;1;1;1
"pls";1;0,496;1;0,395;1;1;1;0;1
"pipe";1;1;0,072;1;1;1;0,551;0;1
"pilule";1;1;1;1;0;1;0,551;1;1
"philosophe";1;1;1;1;1;1;1;1;0
"pfff";1;0,426;0,052;1;1;0,102;1;1;1
"perturber";1;0;1;1;1;1;1;0,451;1
"pendule";1;1;1;0;1;1;1;1;0,947
"pc";1;1;1;1;0,57;0;0,551;1;1
"patriote";1;1;1;0;0,57;1;0,551;1;1
"patriarcal";1;1;1;1;0;1;1;1;1
"parallèle";1;1;1;1;0;1;1;1;1
"out";1;1;1;1;1;0,004;0,049;1;1
"oups";1;1;1;0,002;1;1;1;0,891;0,512
"oubli";1;1;0,072;1;0,57;0;1;1;1
"original";1;1;1;1;1;1;0,551;0;1
"opération";1;0;0;1;1;0,536;1;1;1
"ombre";1;1;1;0,395;1;1;1;1;0,008
"ohhh";1;1;1;1;1;1;1;1;0,001
"officiellement";1;1;1;1;0,001;1;0,551;0,02;1
"nucléaire";1;1;1;1;0;0,536;1;1;1
"nokia";1;1;1;1;1;0,166;1;0,451;0,657
"noble";0;1;1;1;0,035;1;0,478;1;1
"netflix";1;1;1;1;1;0,166;1;1;0,054
"moniteur";1;1;1;1;1;0,536;0,551;0,002;1
"mobylette";1;1;1;1;1;0;1;0,451;1
"mission";1;1;0;1;1;0,032;1;1;1
"miroir";0,275;1;1;0,395;1;0,166;1;1;0,657
"meuble";0,003;0;1;1;1;1;1;1;1
"maîtriser";1;1;1;0,021;1;0,055;1;1;1
"malaise";1;1;1;1;0,57;0,032;1;1;1
"louer";0;1;1;0,065;0;1;1;1;1
"life";1;1;1;1;1;1;1;0;0,657
"libérer";0,275;0,496;0;1;0;1;1;1;1
"lgbt";1;1;1;1;0,57;0;1;1;1
"lamentable";1;0,035;0,072;1;0,57;0,032;0,551;1;1
"isoler";1;0,496;0;1;0,57;0,004;1;1;1
"ironie";1;1;1;0;0,57;1;1;1;1
"inventeur";1;0,496;1;1;0,57;1;1;0,124;0,236
"intervenir";1;1;1;1;0,57;0;1;1;1
"interprétation";1;1;1;0,002;1;1;1;1;0,027
"intemporel";1;1;1;1;1;1;1;1;0
"instruit";1;1;1;0;1;0,982;1;1;1
"institution";1;1;1;1;0,001;1;0,551;1;0,657
"instinct";1;0;0,072;1;0,57;1;1;1;1
"informatique";1;0,496;1;0,005;1;0,536;1;1;1
"influencer";1;1;1;0,005;0,57;0,166;1;1;1
"inculte";1;1;1;0;1;1;0,049;1;1
"impensable";0,005;1;0,072;1;1;1;0;1;1
"imaginaire";1;1;1;0;1;1;1;1;1
"illusion";1;1;1;1;1;0,032;0,551;1;1
"humeur";1;1;0,072;1;0,57;0;1;1;1
"hahahaha";0;1;1;1;1;1;0,551;0,451;1
"gérard";1;1;1;1;1;1;0;1;1
"générosité";1;0,496;1;1;1;1;1;1;0,001
"guide";1;1;1;0;1;0,982;0,478;1;1
"global";1;1;1;0,395;1;0,004;1;1;1
"glauque";1;0;1;1;1;1;1;1;1
"giec";1;1;1;0;1;1;0,551;1;1
"game";1;1;1;1;0,496;1;1;1;0,003
"galer";1;0;1;1;1;0,166;1;1;1
"février";1;1;1;1;0,055;1;1;0,002;1
"félin";1;0;0,072;1;1;1;1;1;0,236
"féliciter";1;0,496;1;0,395;0,57;1;1;1;0,054
"fée";1;0,496;1;1;1;1;1;1;0,001
"fréquenter";1;1;1;1;1;0;1;1;1
"fraise";1;1;1;1;1;1;0,551;0;1
"fondateur";1;1;1;1;1;1;1;1;0
"foncer";1;1;1;1;0,57;0,004;1;0,451;1
"fléau";0,275;1;1;1;1;0;1;1;1
"fixer";0;0,496;1;1;1;0,166;1;1;1
"fidélité";1;0,035;0,072;1;0,57;0,166;1;1;1
"fermé";1;1;1;1;1;0;1;1;1
"feng";1;1;0;0,813;1;1;1;1;1
"faillite";1;0;1;1;1;1;1;1;1
"exiger";1;0,354;0;1;0,418;0,055;1;1;1
"ethnie";1;1;1;0;1;0,407;1;1;1
"entraîneur";1;1;0;1;1;0,166;1;1;1
"entraînement";0,224;0,426;1;1;0,496;0,102;1;1;1
"enregistrer";1;0,496;1;1;0,57;1;0,551;0,124;1
"enceinte";0,224;1;1;0,31;0;0,982;1;1;1
"empire";0,003;1;1;1;0,496;1;1;0,009;1
"emji_visage_ébahi";1;0,496;1;1;1;0,166;0,551;0,451;1
"emji_visage_stupéfait";1;1;0,035;0,228;1;0,832;1;0,746;1
"emji_trinquer";1;1;1;1;1;1;1;1;0
"emji_pouce_vers_le_bas";0,224;1;1;0,002;0,496;1;1;0,891;1
"emji_nuage_avec_neige";1;1;1;1;1;1;1;1;0
"emji_homme_qui_hausse_les_épaules_peau_moyennement_claire";1;1;1;0,092;1;0,096;0,242;1;1
"emji_hibiscus";1;1;1;1;1;1;1;1;0
"emji_femme_qui_hausse_les_épaules_peau_moyennement_claire";0,275;0,496;1;0,005;1;0,166;1;1;1
"emji_coeur_bleu_clair";1;1;1;1;1;1;1;1;0
"emji_biceps_contracté_peau_moyennement_claire";1;0,426;1;1;1;0,982;1;1;0,027
"emji_abeille";1;0,354;1;1;1;1;1;1;0
"elastique";1;1;1;1;1;1;1;1;0
"désastre";0,275;0,496;1;0,395;0,57;0,032;1;1;1
"déprimer";1;1;1;1;1;0,166;1;1;0,236
"déguster";0,275;1;1;1;1;1;0,049;0,02;1
"déguiser";1;1;0,052;1;1;0,982;1;0,009;1
"dégoûter";1;1;0;0,065;0,57;1;1;1;1
"déclarer";1;0,496;1;0,395;0,001;0,166;1;1;1
"ducoup";0,224;1;1;0,039;1;0,102;1;1;1
"distance";1;0;1;1;0,055;0,166;1;1;1
"dirigeant";1;1;1;1;1;0;1;1;1
"digérer";1;0,012;1;1;0,418;0,832;1;0,23;1
"dessiner";1;1;1;0,065;1;0,536;0,551;1;1
"debut";1;1;1;1;1;1;1;0;1
"dalle";0;0,035;0,072;1;0,055;1;1;1;1
"créature";1;0;1;0,31;1;1;1;1;1
