*rts_a;79;9;500;299;23;46;30;11;5;34;12;9;165
*a_1000;0;0;0;1;0;0;0;0;0;0;0;0;0
*postLikes_1700;10;1;4;2;6;12;11;5;10;2;9;9;7
*postComments_22;4;3;5;7;8;9;10;1;3;3;7;1;7
*postReposts_12;0;4;1;2;14;13;10;9;18;3;10;11;9
*postDate_31-12-2025;0;0;3;2;4;3;2;2;5;0;1;1;11
*lang_fr;454;210;592;367;337;581;571;214;532;200;387;309;639
-*rts_a_description;79;9;500;299;23;46;30;11;5;34;12;9;165
*a_0999;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_2700;4;2;3;3;7;13;17;2;9;2;2;9;6
*postComments_35;0;4;8;3;6;7;3;4;3;2;2;0;8
*postReposts_131;0;0;1;0;0;0;3;0;0;0;0;0;0
*postDate_29-12-2025;9;0;3;0;3;2;0;1;3;1;23;7;4
*a_0998;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_3000;11;8;4;3;8;14;15;2;15;5;8;8;17
*postComments_94;0;1;3;0;1;0;7;0;3;1;0;2;4
*postReposts_68;0;0;1;0;4;0;0;0;1;0;0;0;0
*postDate_28-12-2025;11;4;2;1;3;3;4;3;3;3;0;2;8
*a_0997;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_382;0;0;2;1;0;1;0;0;0;0;0;0;0
*postComments_9;13;10;20;14;4;8;17;4;8;4;0;2;15
*postReposts_1;23;4;28;20;7;11;3;2;12;3;20;8;31
*postDate_26-12-2025;0;0;4;0;12;14;2;0;7;1;3;5;3
*a_0996;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_2600;17;3;10;4;1;6;16;5;9;3;8;11;7
*postComments_70;0;0;2;2;3;1;3;2;2;1;4;0;4
*postReposts_42;5;1;1;1;2;9;4;1;5;0;0;1;3
*postDate_24-12-2025;0;3;1;2;3;5;6;5;4;1;6;0;5
*a_0995;0;0;1;0;0;0;0;0;0;0;0;0;1
*postLikes_431;0;0;1;0;0;0;0;0;0;0;0;0;1
*postReposts_9;9;7;2;5;12;17;17;6;14;10;21;7;9
*postDate_22-12-2025;0;3;1;0;2;11;3;3;4;2;6;1;5
*a_0994;0;0;0;1;0;0;0;0;0;0;0;0;0
*postLikes_3300;1;2;1;7;8;8;6;4;5;2;6;10;6
*postComments_155;2;0;0;1;0;0;4;0;1;2;0;10;0
*postReposts_40;14;0;0;1;1;6;2;1;3;1;2;1;1
*postDate_21-12-2025;5;2;2;3;0;3;15;0;8;1;0;1;8
*a_0993;0;0;0;0;0;0;0;0;0;2;0;0;0
*postLikes_320;2;0;0;0;0;0;0;0;0;2;0;0;0
*postDate_19-12-2025;13;2;1;1;6;7;7;3;5;4;4;3;6
*a_0992;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_874;1;0;0;0;0;0;0;0;0;0;0;0;4
*postComments_16;18;5;21;9;3;9;8;2;10;4;1;7;32
*postReposts_7;19;7;2;3;14;16;25;4;14;7;11;13;10
*a_0991;0;0;0;0;0;0;0;0;0;0;0;0;0
*postLikes_43200;0;0;0;0;0;0;0;0;0;0;0;0;0
*postComments_136;0;0;1;1;0;0;0;0;0;0;0;0;0
*postReposts_816;0;0;0;0;0;0;0;0;0;0;0;0;0
*postDate_17-12-2025;8;3;0;1;7;14;10;0;5;2;5;6;0
*a_0990;0;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_71200;0;0;0;0;0;0;0;0;0;0;0;0;1
*postComments_372;0;0;0;0;0;0;0;0;0;0;0;0;1
*postReposts_1700;0;0;0;0;0;0;0;0;0;0;0;0;1
*postDate_15-12-2025;4;3;1;3;1;5;4;4;3;6;4;11;7
*a_0989;0;0;0;0;0;0;0;0;1;0;0;0;5
*postLikes_17200;1;0;0;0;0;0;0;0;3;0;0;0;11
*postComments_45;10;0;2;0;7;3;0;4;11;2;3;7;12
*postReposts_362;0;0;0;0;0;0;0;0;2;0;0;0;10
*postDate_14-12-2025;5;1;2;0;4;6;7;2;8;3;3;0;13
*a_0988;0;0;1;0;0;0;0;0;0;1;0;0;0
*postLikes_10200;7;0;1;0;2;1;0;0;1;1;0;0;0
*postComments_142;0;0;1;1;0;0;1;0;0;3;1;0;0
*postReposts_167;0;0;1;0;0;0;0;0;0;1;0;0;0
*a_0987;3;0;0;0;0;0;0;0;0;1;0;0;0
*postLikes_6200;3;0;1;3;0;2;0;0;2;3;3;0;0
*postComments_46;3;0;0;0;1;3;6;2;3;1;0;1;3
*postReposts_92;3;0;1;1;1;0;1;0;3;1;0;2;0
*postDate_13-12-2025;9;2;0;0;4;0;9;4;6;2;1;0;8
*a_0986;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_8900;3;0;2;0;0;0;0;0;1;0;0;0;2
*postComments_134;0;0;2;0;1;2;0;0;0;0;0;0;0
*postReposts_114;0;0;1;0;0;0;0;0;0;0;0;0;0
*postDate_12-12-2025;13;6;3;0;4;2;0;1;8;2;5;1;6
*a_0985;0;0;0;1;0;0;0;0;0;0;0;0;0
*postLikes_538;0;0;1;1;0;0;1;0;0;0;0;0;0
*postReposts_6;14;7;6;1;17;15;32;15;21;3;3;12;15
*postDate_10-12-2025;0;4;1;1;1;13;4;2;9;1;9;8;2
*a_0984;0;0;0;0;0;0;0;0;0;0;0;0;1
*postLikes_350;0;0;0;0;0;0;0;0;0;0;0;0;1
*postComments_5;0;5;11;13;1;7;16;2;8;2;2;0;30
*postReposts_4;23;11;11;5;13;18;15;4;18;6;14;18;21
*postDate_8-12-2025;4;5;1;1;4;14;6;2;10;3;1;0;3
*a_0983;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_1500;3;3;8;7;3;20;9;5;9;5;10;13;20
*postComments_36;1;0;3;5;4;8;1;1;4;3;4;1;4
*postDate_7-12-2025;3;0;1;1;2;5;11;2;5;3;0;0;6
*a_0982;0;0;1;0;0;0;0;0;0;0;0;0;0
*postComments_12;7;4;24;8;3;13;12;2;11;2;2;0;18
*postReposts_19;0;1;3;0;7;10;4;3;7;2;8;9;3
*postDate_5-12-2025;10;1;1;0;4;6;6;1;7;0;4;2;2
*a_0981;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_10500;0;2;1;1;0;4;1;0;2;0;0;1;0
*postComments_397;0;0;1;0;0;0;0;0;0;0;0;0;0
*postReposts_288;0;0;1;0;0;0;0;0;0;0;0;0;0
*postDate_3-12-2025;7;0;3;1;4;0;11;1;8;1;1;5;3
*a_0980;0;0;1;0;0;0;0;0;0;0;0;0;0
*postLikes_1800;4;2;5;8;11;7;17;3;8;3;2;2;12
*postReposts_13;2;6;6;3;5;9;18;2;9;4;4;9;7
*postDate_1-12-2025;0;2;1;0;2;14;5;2;8;1;1;9;4
