"";"V1"
"1";1
"2";1
"3";1
"4";1
"5";1
"6";2
"7";2
"8";1
"9";1
"10";1
"11";1
"12";2
"13";1
"14";1
"15";2
"16";1
"17";2
"18";1
"19";1
"20";1
"21";1
"22";1
"23";1
"24";2
"25";0
"26";2
"27";1
"28";2
"29";2
"30";2
"31";2
"32";2
"33";1
"34";1
"35";2
"36";1
"37";2
"38";1
"39";2
"40";1
"41";1
"42";1
"43";2
"44";1
"45";1
"46";2
"47";2
"48";2
"49";2
"50";2
"51";2
"52";2
"53";2
"54";1
"55";1
"56";2
"57";2
"58";2
"59";2
"60";1
"61";1
"62";1
"63";1
"64";1
"65";1
"66";2
"67";1
"68";1
"69";2
"70";2
"71";2
"72";2
"73";2
"74";1
"75";2
"76";2
"77";2
"78";1
"79";1
"80";1
"81";2
"82";2
"83";2
"84";2
"85";2
"86";2
"87";2
"88";1
"89";1
"90";2
"91";2
"92";2
"93";1
"94";2
"95";1
"96";2
"97";1
"98";1
"99";2
"100";2
"101";2
"102";2
"103";2
"104";1
"105";1
"106";2
"107";2
"108";2
"109";1
"110";1
"111";2
"112";1
"113";2
"114";2
"115";1
"116";2
"117";1
"118";2
"119";2
"120";2
"121";1
"122";2
"123";2
"124";1
"125";1
"126";2
"127";1
"128";1
"129";1
"130";1
"131";2
"132";1
"133";1
"134";1
"135";1
"136";2
"137";1
"138";1
"139";1
"140";1
"141";1
"142";1
"143";1
"144";1
"145";1
"146";1
"147";1
"148";1
"149";1
"150";1
"151";1
"152";1
"153";2
"154";2
"155";2
"156";2
"157";2
"158";1
"159";1
"160";2
"161";1
"162";1
"163";2
"164";1
"165";1
"166";1
"167";1
"168";1
"169";2
"170";2
"171";2
"172";2
"173";1
"174";1
"175";2
"176";2
"177";2
"178";1
"179";2
"180";2
"181";2
"182";2
"183";1
"184";1
"185";2
"186";1
"187";2
"188";2
"189";2
"190";1
"191";1
"192";1
"193";1
"194";1
"195";1
"196";1
"197";2
"198";2
"199";1
"200";1
"201";2
"202";2
"203";2
"204";2
"205";2
"206";1
"207";1
"208";1
"209";1
"210";1
"211";1
"212";1
"213";2
"214";2
"215";1
"216";2
"217";1
"218";2
"219";1
"220";1
"221";1
"222";1
"223";2
"224";2
"225";2
"226";2
"227";2
"228";2
"229";2
"230";2
"231";2
"232";2
"233";2
"234";2
"235";1
"236";2
"237";1
"238";2
"239";1
"240";2
"241";1
"242";1
"243";2
"244";1
"245";2
"246";1
"247";2
"248";1
"249";1
"250";1
"251";2
"252";1
"253";1
"254";2
"255";1
"256";2
"257";1
"258";1
"259";1
"260";2
"261";2
"262";1
"263";1
"264";1
"265";1
"266";1
"267";2
"268";1
"269";1
"270";1
"271";1
"272";2
"273";1
"274";2
"275";1
"276";1
"277";1
"278";1
"279";2
"280";1
"281";1
"282";1
"283";2
"284";2
"285";2
"286";2
"287";2
"288";2
"289";1
"290";2
"291";2
"292";1
"293";2
"294";1
"295";2
"296";1
"297";2
"298";2
"299";2
"300";1
"301";2
"302";2
"303";1
"304";2
"305";2
"306";1
"307";2
"308";1
"309";2
"310";2
"311";2
"312";2
"313";1
"314";2
"315";2
"316";2
"317";2
"318";2
"319";2
"320";2
"321";2
"322";2
"323";1
"324";2
"325";2
"326";2
"327";2
"328";0
"329";2
"330";1
"331";2
"332";1
"333";1
"334";1
"335";2
"336";2
"337";2
"338";2
"339";2
"340";1
"341";2
"342";1
"343";1
"344";1
"345";2
"346";2
"347";2
"348";2
"349";2
"350";2
"351";2
"352";1
"353";2
"354";1
"355";2
"356";2
"357";2
"358";2
"359";2
"360";1
"361";2
"362";2
"363";2
"364";2
"365";2
"366";1
"367";2
"368";2
"369";1
"370";1
"371";2
"372";2
"373";2
"374";2
"375";2
"376";2
"377";2
"378";2
"379";2
"380";2
"381";1
"382";2
"383";1
"384";2
"385";2
"386";2
"387";2
"388";2
"389";2
"390";1
"391";1
"392";2
"393";1
"394";1
"395";1
"396";1
"397";2
"398";2
"399";2
"400";1
"401";2
"402";1
"403";1
"404";1
"405";2
"406";2
"407";2
"408";1
"409";2
"410";2
"411";2
"412";2
"413";2
"414";2
"415";1
"416";2
"417";1
"418";2
"419";2
"420";2
"421";2
"422";1
"423";1
"424";2
"425";2
"426";1
"427";1
"428";2
"429";2
"430";2
"431";2
"432";1
"433";2
"434";2
"435";1
"436";1
"437";1
"438";2
"439";1
"440";1
"441";2
"442";2
"443";1
"444";2
"445";1
"446";2
"447";2
"448";1
"449";2
"450";2
"451";2
"452";2
"453";1
"454";2
"455";2
"456";1
"457";1
"458";2
"459";2
"460";2
"461";2
"462";2
"463";2
"464";2
"465";2
"466";2
"467";2
"468";2
"469";1
"470";2
"471";2
"472";2
"473";2
"474";2
"475";2
"476";2
"477";2
"478";1
"479";2
"480";2
"481";2
