"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"tomber";1;1;1;1;0,765;0;1;1;0,954;1;1
"terrain";1;0,333;1;1;0,642;1;0;1;1;0,848;1
"tenter";1;0,333;1;1;0,642;1;1;0,833;0,822;0,17;1
"technique";1;1;1;1;0,642;1;1;1;0;1;1
"station";1;0,238;1;0,096;1;1;0,181;1;0,672;1;0,652
"soigner";1;1;1;1;1;1;1;1;0;1;1
"service";1;0;1;1;0,129;1;0,346;1;1;1;1
"sensible";1;0;1;1;1;1;1;1;1;1;1
"scolaire";1;1;1;0,096;1;1;1;0,682;1;0,092;0,652
"réaction";1;1;1;1;1;1;1;1;1;1;0
"pêcheur";1;1;1;1;0,208;1;1;1;1;1;0,006
"préparer";1;0,003;0,153;1;1;1;1;0,087;1;1;1
"pousser";1;0,009;0,228;1;0,642;1;0,263;1;1;0,848;1
"postal";1;0,238;1;1;1;1;1;0;1;1;1
"porte";0,361;1;1;1;1;1;1;1;1;0;1
"plonger";1;1;1;1;1;1;0,105;1;1;1;0
"plante";1;1;1;1;1;1;1;1;0;1;1
"paysan";1;1;1;1;0,642;1;1;1;0;0,848;1
"participer";1;0,021;1;1;1;1;1;1;1;0,264;0,02
"parcourir";1;1;0,305;1;1;0,255;1;1;0;1;1
"orage";1;1;0,086;1;1;1;1;1;1;1;0
"nyon";1;1;1;1;1;1;1;1;1;1;0
"méthode";1;1;0,305;1;0,765;1;0,346;0,965;1;0,027;1
"ménage";1;1;1;1;1;1;1;1;1;0;1
"mère";1;1;1;1;1;1;1;0,511;1;0;1
"montrer";1;0;1;1;1;1;1;1;0,244;0,981;1
"mauvais";1;1;1;0,153;0,642;1;1;1;1;0,17;0,144
"mai";1;1;1;1;0,035;0,121;0,181;1;0,672;1;1
"léman";1;1;0,153;1;0,506;1;1;0,682;0,083;1;1
"livre";0,459;1;1;0,214;0,765;1;1;1;0,244;0,264;1
"joyeux";1;1;1;1;0,642;1;1;1;1;0,848;0
"joie";1;1;0,305;0;1;1;0,346;1;1;0,981;1
"jardin";1;1;0;1;1;0,255;1;1;0,954;1;0,932
"interroger";1;0,427;1;1;0,006;1;1;1;1;0,264;0,932
"incroyable";1;1;0,305;1;0,765;1;0,346;1;0,244;1;0,228
"importer";1;1;1;1;0,208;1;0,044;1;1;1;0,302
"hippie";1;1;1;1;0;0,186;1;1;1;1;1
"goût";1;1;0,003;1;0,642;1;1;1;0,822;0,17;1
"genevoise";0,077;1;1;0,016;1;1;1;1;1;1;0,302
"gagner";1;0,003;1;1;0,506;1;0,181;1;1;1;0,652
"foot";1;1;1;1;1;1;0;1;1;1;0,932
"fils";0,027;1;1;1;0,765;1;1;1;0,954;0,981;0,228
"façon";1;1;1;1;1;1;0,346;1;0;1;1
"exprimer";0,361;1;1;1;0,642;1;1;1;1;0;1
"europe";1;1;1;1;1;1;0,044;1;0,316;1;0,302
"entourer";1;1;0,153;1;0,506;1;1;1;0,002;1;1
"enthousiasme";1;1;0,153;1;1;1;0,001;1;0,672;1;0,652
"démonstration";1;1;0,034;1;1;1;1;0,322;1;0,333;1
"décennie";1;1;1;1;0;0,255;1;1;0,954;1;1
"doute";1;0,146;1;1;1;1;0,105;1;0,502;1;0,485
"dossier";0;1;1;0,214;0,765;1;1;1;0,954;0,981;1
"dos";1;0,009;1;1;1;1;1;1;0,822;0,011;1
"demander";1;0,146;1;1;0,359;1;1;1;1;0,037;1
"crème";1;0;1;1;1;1;1;1;1;1;1
"courir";1;1;0,153;1;1;1;0;0,682;1;1;1
"courage";1;0;1;1;1;1;1;0,682;0,672;1;1
"couleur";1;1;1;1;0;1;1;1;1;1;0,076
"continuer";0,459;1;1;1;0;1;1;1;0,244;1;1
"consacrer";1;1;0,086;1;0,359;1;1;1;0,502;0,524;1
"choix";0,261;0,238;1;1;1;1;1;0,682;1;0,092;1
"cher";1;1;1;1;1;0;1;1;1;1;0,485
"chanteur";1;1;1;1;1;1;0,346;0,965;0,244;1;0,02
"campagne";1;1;1;0;0,506;1;1;1;1;0,697;0,652
"bras";1;1;1;1;1;0,186;1;0,833;0,009;0,848;1
"boîte";1;1;1;1;1;1;1;0,01;0,822;0,17;1
"beauté";0,361;1;1;1;0,642;1;1;1;1;1;0
"animer";0,261;1;1;1;1;1;0,181;1;0,083;1;0,652
"alpage";1;1;0,153;0,096;1;0,121;1;1;0,672;0,697;1
"alcool";1;1;1;1;0;1;1;1;0,244;1;1
"alain";0,459;1;1;1;0,006;1;1;1;1;0,981;0,228
"acteur";0,459;1;1;1;1;1;1;1;1;1;0
"état";1;1;0,153;1;0,506;0,121;0,181;0,682;1;1;1
"écran";1;1;0,001;1;1;1;1;1;1;1;0,002
"âme";1;0;1;1;1;1;1;1;0,672;1;1
"volant";1;1;1;0,096;1;0,121;1;1;0,672;0,697;0,652
"victoire";1;0;0,228;1;1;1;1;1;1;1;0,801
"veille";1;0,067;1;1;1;1;0,044;1;0,316;1;1
"vallée";1;1;0,034;0,016;1;0,024;1;1;1;1;1
"vague";1;1;0,228;1;0,642;1;1;1;1;0,848;0,008
"unique";1;1;1;1;0,642;1;0,263;0,833;1;0,848;0,144
"traditionnel";1;1;1;1;0,359;1;1;0,511;1;1;0,029
"terminer";1;1;1;1;0,642;1;1;0,161;1;1;0,008
"tabac";1;1;1;1;1;1;0;1;0,822;1;1
"sûr";1;0,009;1;1;1;1;1;0,833;0,009;1;1
"stade";1;1;1;1;0,359;1;0,105;1;0,502;1;0,485
"souci";1;1;1;1;1;1;1;0,833;1;0;1
"sortie";1;1;1;1;0,359;1;1;1;1;1;0
"site";0;1;1;1;0,642;1;1;1;0,822;1;1
"sirène";1;1;1;1;1;0,024;0,044;1;1;0,333;1
"signe";1;1;1;1;1;1;1;1;0;1;1
"sexualité";0,077;1;1;1;1;1;1;1;1;0,008;1
"région";1;1;1;1;1;1;0,263;0,833;0;1;1
"règle";1;0,146;0,086;1;1;1;0,105;1;1;0,524;1
"rock";1;1;1;1;0,075;1;1;1;1;0,17;0,144
"revoir";0,001;1;1;1;1;1;1;1;0,502;1;0,485
"retourner";1;1;1;1;0,506;1;1;1;0,672;0,092;0,652
"rentrer";1;1;1;1;1;1;1;0,833;1;0;1
"rejoindre";1;1;0,228;1;1;0,186;1;0,161;0,822;0,848;1
"regarder";1;1;1;1;1;1;0;1;1;1;1
"prévoir";1;1;0,086;1;1;1;0,105;1;1;1;0,029
"professeur";1;1;1;0,153;0,642;1;1;1;0,822;0,011;1
"problème";1;0,238;1;1;0,506;1;1;0,003;1;1;1
"preuve";1;0,067;1;1;0,208;0,024;1;1;1;1;1
"pratique";1;1;1;0;1;1;0,181;1;1;1;1
"poser";1;1;0,228;0,153;1;0,186;1;0,161;1;0,848;1
"pont";0,012;1;1;1;1;1;0;1;1;1;1
"plage";1;1;1;1;1;0;1;1;1;1;0,302
"pièce";1;1;1;1;0;1;1;1;1;0,697;0,652
"pionnier";1;1;1;1;0,035;0,121;0,001;1;1;1;1
"paraître";1;1;1;1;0;1;1;1;1;1;0,652
"organiser";1;0,238;1;0;1;1;1;1;1;1;1
"officiellement";1;1;1;1;1;1;0,105;1;0,033;1;0,485
"oeuvre";1;1;1;1;0;1;1;1;0,672;1;1
"nu";1;1;1;0;1;1;0,105;0,511;1;1;1
"nouvel";1;1;1;1;1;1;0;0,833;1;1;0,144
"notamment";1;1;1;1;0,506;1;1;1;0;1;1
"nom";1;1;1;1;0,002;1;1;1;1;0,011;1
"neuchâtel";0,163;1;0,086;1;0,359;1;1;1;1;0,524;1
"micro";1;1;1;1;1;0,065;1;1;1;0,524;0,029
"message";1;0;1;1;0,506;1;1;1;0,672;1;1
"menu";1;0;1;0,016;1;1;1;1;1;1;1
"martin";1;0,003;1;0,096;1;1;1;1;0,083;1;1
"malade";1;1;1;1;0,002;1;1;1;1;0,333;1
"magasin";1;1;1;0,153;0,642;1;1;1;0,822;0,011;1
"lavaux";0,361;1;1;1;0,075;1;1;1;1;1;0,008
"langue";1;1;1;1;1;1;1;1;0,009;0,17;0,801
"kilomètre";1;1;1;0,016;1;1;1;1;0,007;1;1
"juillet";0,261;1;1;1;1;1;1;1;0,083;1;0,076
"intégralité";0;1;1;1;1;1;1;1;1;1;0,652
"internet";1;1;1;1;0;1;1;0,682;1;0,697;1
"info";0;1;1;1;1;1;1;1;1;1;1
"immense";0,077;1;1;1;1;1;1;1;1;1;0,006
"heureux";1;1;1;1;1;1;1;1;0,502;0,037;0,485
"heureusement";0,261;1;0,153;1;1;1;1;1;0,083;0,697;1
"henriette";1;1;1;1;0,208;1;1;0,008;1;1;1
"gérard";0,361;1;1;0,153;1;1;1;1;1;1;0
"groupe";1;1;1;1;0;1;0,181;1;1;1;1
"genre";1;0,146;0,086;1;1;1;1;1;0,502;1;0,485
"garder";1;1;1;1;0,506;0,121;0,181;1;1;0,697;0,652
"fumer";1;1;1;1;0,359;1;0;1;0,502;1;1
"françois";1;1;1;1;1;1;1;1;1;1;0
"france";1;0,333;1;1;0,642;1;0,263;1;0,155;0,848;1
"figure";0,077;1;1;1;1;1;1;1;0,316;1;0,302
"fameux";1;1;1;0,016;1;1;1;1;0,007;1;1
"fabrication";1;0,067;0,034;1;1;1;1;1;0,316;1;1
"explication";0,261;1;1;1;1;0;0,181;1;1;1;1
"exercice";1;1;1;1;0,208;0,024;1;0,322;1;1;1
"exemple";1;0,001;1;1;1;1;1;1;1;0,524;0,485
"essayer";1;1;1;1;0,506;1;0,181;1;0,672;0,092;1
"entendre";1;0,238;1;1;1;1;0,181;1;1;0,003;1
"enfance";0,261;1;1;1;1;1;0,181;1;1;1;0,002
"emji_caméra";0;1;1;1;1;1;0,263;1;1;1;1
"emji_ballon_de_football";1;1;1;1;1;1;0;1;0,822;1;0,144
"démarrer";1;1;1;1;0,642;1;0,263;0;1;1;1
"draguer";1;1;1;0,016;1;1;1;1;0,316;0,333;1
"discipline";1;1;0,086;1;0,011;1;1;1;1;0,524;1
"célèbre";1;1;1;1;1;1;1;1;0,002;0,697;0,652
"civil";1;1;0,034;1;1;1;1;1;1;0,008;1
"cigarette";1;1;1;1;1;1;0,001;0,682;0,083;1;1
"chant";1;1;1;1;1;1;0,263;1;0;1;0,801
"changement";1;1;1;1;0,075;1;1;0,833;1;0,011;1
"carrefour";1;1;0,228;1;1;0,186;0,263;1;1;0,011;1
"canne";1;1;1;1;1;1;1;1;1;1;0
"boire";1;1;1;1;0,208;1;1;0,008;1;1;1
"bas";1;1;0;1;1;1;1;1;1;0,848;1
"apprécier";0,261;1;1;1;1;1;1;1;0,083;1;0,076
"américain";1;1;1;1;0;1;1;1;1;0,697;1
"amateur";1;1;0,228;1;1;1;0;1;1;0,17;1
"aide";1;0,067;1;1;1;1;1;1;0,316;0,333;1
"ados";1;1;1;1;1;1;1;1;1;0;1
"accompagner";1;1;1;1;1;1;1;0,833;0;1;0,801
"évolution";0,163;1;1;1;0,359;1;1;1;0,502;0,524;1
"épreuve";1;1;0,153;0,096;1;1;1;0,682;0,672;1;0,652
"époux";0,261;1;1;1;1;1;1;1;0,672;0,092;0,652
"voisin";1;1;1;1;1;1;1;0,322;0,316;1;0,302
"voie";1;0,067;1;1;0,208;1;0,044;1;1;1;1
"vitesse";1;1;0,086;1;0,359;1;1;0,511;1;1;0,485
"version";0,261;1;1;1;1;1;0,181;1;0,083;1;0,652
"verre";1;1;1;0;1;1;1;1;1;1;1
"valaisans";1;1;0,086;1;1;0;1;1;1;1;1
"tunnel";1;1;1;1;0,506;1;0,001;1;0,672;1;0,652
"tournée";1;0;1;1;0,506;1;1;1;1;1;1
"tourner";1;1;1;1;0,506;1;1;1;1;0;1
"thème";1;1;1;0,049;0,359;1;0,105;1;1;0,524;1
"thomas";0,261;1;1;1;1;1;0,181;1;0,083;1;0,652
"terme";1;1;1;1;1;0,024;1;1;1;1;0,006
"susciter";1;1;1;1;0,359;1;1;1;0,502;1;0,029
"suite";1;0,146;0,086;1;1;0,065;1;1;1;1;0,485
"star";1;1;1;1;1;1;1;1;1;1;0
"st";1;1;1;1;1;1;0,105;1;0,033;1;0,485
"souffle";1;1;1;0,049;1;1;1;1;0,033;1;0,485
"soeur";1;0,001;1;1;1;1;1;1;0,502;1;0,485
"sida";1;1;1;1;0,359;1;1;0,511;1;0,524;0,485
"servette";1;1;1;1;1;1;1;1;1;1;0
"sentir";1;0,146;1;1;1;1;0,105;1;1;0,524;0,485
"sac";1;0,146;1;1;1;1;1;0,511;1;0,037;1
"réflexion";0,261;1;1;1;0,506;1;1;1;1;0,003;1
"reprendre";1;1;1;1;1;1;1;1;0;1;1
"reposer";1;0,001;1;1;1;1;1;0,511;0,502;1;1
"repas";1;1;0,086;1;1;1;1;0,511;0,033;1;1
"remporter";1;0;1;1;1;1;1;1;1;1;1
"recherche";0,163;0,146;1;1;1;1;1;0,511;0,502;1;1
"rapport";1;1;1;1;0,506;0,121;0,181;1;1;1;0,076
"raison";1;1;1;1;1;0;1;0,682;1;0,092;1
"qualité";1;1;1;0,049;1;1;1;0,511;0,033;1;1
"professionnel";1;1;0,034;1;1;1;0,044;1;1;1;0,302
"produire";1;1;1;1;1;1;0,105;0,511;0,502;1;0,485
"poste";1;0;1;1;1;1;1;0,682;1;1;1
"possible";1;1;0,086;1;0,359;0,065;1;0,511;1;1;1
"pleuvoir";1;1;1;0,049;1;1;1;0,035;0,502;1;1
"play";0;1;1;1;0,506;1;1;1;1;1;1
"plaire";1;0,146;0,086;1;1;0,065;1;1;0,502;1;1
"personnage";1;1;1;1;0,011;1;1;1;0,502;0,524;1
"peau";0,163;1;0,086;1;0,359;1;1;0,511;1;1;1
"payer";0,261;1;1;1;0,506;0,121;1;0,682;1;0,697;1
"passionné";1;1;1;1;1;0,121;0,001;0,682;1;1;0,652
"partenaire";1;1;0,153;0,096;1;1;1;0,003;1;1;1
"ouvrier";1;1;1;1;1;1;1;1;1;0;1
"ordre";1;1;1;1;0;1;1;1;1;0,697;1
"objet";1;1;1;1;0,359;1;1;0,511;1;0,524;0,485
"numéro";1;0;1;1;1;1;1;1;1;0,697;1
"noir";1;1;0,001;0,096;1;1;1;0,682;0,672;1;1
"new";1;1;0,034;1;1;1;1;1;0,316;1;0,302
"nendaz";1;1;1;0,049;0,011;1;1;1;1;1;0,485
"météo";1;1;0,034;1;1;1;1;1;0,316;1;0,302
"moustache";1;1;1;1;0,359;1;1;0,511;1;0,524;0,485
"mini";1;1;1;1;1;1;1;0,682;1;1;0
"mener";1;1;1;1;1;1;0;1;1;1;1
"maître";1;0,001;1;1;0,359;1;1;1;0,502;1;1
"mars";1;1;1;1;1;1;1;1;1;1;0
"marathon";1;1;1;0;1;1;1;1;1;0,524;1
"lumière";1;1;1;1;1;1;0,105;1;1;1;0
"luc";1;1;1;1;1;1;1;1;1;1;0
"lapin";1;0;1;1;1;1;1;1;0,316;1;1
"joli";1;1;0,086;1;0,359;0,065;1;1;0,502;1;1
"jazz";1;1;1;1;1;1;1;1;1;1;0
"interviewer";1;0,003;1;1;1;1;1;1;1;0,092;0,652
"interdiction";1;1;1;1;1;1;1;1;0;1;1
"instrument";1;0,067;1;1;0,208;1;1;1;0,316;1;1
"indispensable";1;1;0,153;1;1;1;1;0;1;1;1
"imier";0,163;1;1;1;1;1;1;0,511;0,033;1;1
"idole";1;1;1;1;0,359;1;1;1;0,502;0,524;0,485
"htag_liberté";1;1;1;1;1;0;1;0,322;1;1;1
"helvète";1;1;1;1;0;1;0,105;1;1;1;1
"hardy";0,261;1;1;0,096;1;1;0,181;1;0,672;1;0,652
"gymnastique";1;1;1;1;1;0,121;1;0,682;0,083;1;0,652
"geste";1;1;1;1;1;1;1;0,511;0;1;1
"garantir";1;1;0,034;1;1;1;1;1;1;1;0,006
"foule";0,261;1;1;1;1;1;1;1;1;1;0
"fondateur";1;1;1;1;0,208;1;1;1;0,316;1;0,302
"fleur";1;1;1;1;1;0;1;0,511;1;1;1
"festif";1;1;1;1;1;1;1;0,682;0,672;1;0,002
"fer";1;1;0,153;1;1;1;1;1;0;1;1
"fc";1;1;1;1;1;1;1;1;1;1;0
"existence";1;1;0;1;1;1;1;1;0,672;1;1
"euro";1;1;1;1;1;1;0;1;1;1;1
"essentiel";1;1;1;1;0,506;0,121;0;1;1;1;1
"espérer";1;0,067;0,034;1;1;1;1;1;1;0,333;1
"entretien";1;1;1;1;0,506;1;1;0,682;0,672;0,697;0,652
"emji_visage_faisant_un_clin_d_oeil";1;1;1;1;1;1;0,105;0,511;0,502;0,524;1
"emji_notes_de_musique";0,163;1;0;1;1;1;1;1;0,502;1;1
"emji_main_qui_écrit";0;1;1;1;1;1;1;1;1;1;1
"effet";0,261;1;1;0,096;1;1;1;0,682;0,672;0,697;1
"ecoutez";1;1;1;1;1;0,065;1;1;0,502;0,524;0,485
"départ";1;1;1;0,096;1;1;0,181;0,682;1;1;0,076
"défi";1;0,001;1;0;1;1;1;1;1;1;1
"dédier";1;1;1;1;0;1;1;1;0,672;1;0,652
"débat";1;1;1;1;1;1;1;1;1;1;0
"dur";1;1;0,086;0,049;0,359;1;1;1;1;0,524;1
"doux";1;1;1;1;1;1;1;1;0,502;0;1
"documentaire";0,163;1;0,086;1;0,359;1;1;1;1;1;0,485
"descente";1;0,146;0;1;1;1;1;0,511;1;1;1
"defaye";1;1;1;1;1;1;1;1;1;1;0
"culture";1;0,238;1;1;1;1;0,181;1;0,672;0,697;0,652
"culte";1;1;1;1;1;1;0;1;1;1;1
"crier";1;1;1;1;1;1;0,044;1;0,007;1;1
"craindre";1;1;1;1;0,506;1;1;0,682;0,083;0,697;1
"confier";1;1;1;1;1;1;1;0,511;1;1;0
"compétition";1;1;1;1;1;1;1;1;1;1;0
"compter";0,261;0,003;1;1;1;1;1;1;0,083;1;1
"commentaire";1;1;1;1;1;1;0,181;0,003;1;0,697;1
"collombin";0,163;1;1;0,049;1;1;1;1;0,502;1;0,485
"coin";0,163;1;1;1;1;0;1;1;1;1;1
"clair";1;1;1;1;1;0,121;0;1;0,672;1;1
"citoyen";1;0;1;1;1;1;1;1;1;1;1
"ciel";1;1;0,086;1;0,359;1;1;1;0,033;1;1
"christian";1;1;1;1;1;1;1;1;1;1;0
"chapuisat";0,163;1;1;1;1;1;0,105;1;1;1;0,029
"camp";1;1;1;0;1;1;1;1;0,672;1;1
"bout";1;0,146;1;1;1;0,065;1;1;1;0,524;0,485
"bousculer";1;1;1;1;0,506;0,121;1;1;0,672;0,092;1
"bord";1;0,146;1;1;1;1;1;1;0,033;1;0,485
"billet";1;1;1;1;0,359;1;1;1;0,502;1;0,029
"bienvenue";1;1;1;1;1;0,024;1;1;0,316;1;0,302
"bidet";1;1;1;1;1;1;1;1;1;0;1
"berger";1;1;0,001;0;1;1;1;1;0,672;1;1
"battre";1;1;1;1;1;1;0;0,511;0,502;1;1
"banque";1;1;1;1;1;1;1;1;1;1;0
"aéroport";1;1;1;1;1;1;0,044;1;1;1;0,006
"avril";0,077;1;1;1;1;1;1;1;0,316;1;0,302
"avortement";1;1;1;0,049;0,011;1;1;1;1;0,524;1
"astuce";1;1;0,086;1;1;1;1;0;1;1;1
"arrivée";1;1;1;1;1;0;0,044;1;1;1;1
"appel";1;1;1;1;0,208;1;1;1;0,007;1;1
"apparition";1;1;1;1;1;1;1;1;1;1;0
"andré";0,261;1;1;0,096;1;1;1;1;0,672;1;0,076
"amoureux";0,004;1;1;1;0,506;0,121;1;1;1;0,697;1
"alexandre";1;0,067;1;1;1;1;1;1;0,316;1;0,302
"aider";1;1;1;1;0,208;0,024;1;0,322;1;1;1
"agent";1;1;0,086;1;0,011;1;1;0,511;1;1;1
"évoluer";1;1;1;1;0,359;1;1;0,511;1;0,524;0,485
"étudiant";1;1;1;1;1;1;1;1;1;0;1
"étonnant";1;0;1;1;1;1;1;1;1;1;1
"épineux";1;1;1;1;1;1;1;1;1;0;1
"écrivain";0,163;1;1;1;0,011;1;1;1;1;1;0,485
"zurich";1;1;1;1;0,208;1;1;1;0,316;1;0,302
"week_end";1;0;0,086;1;1;1;1;1;1;1;1
"vêtement";1;1;1;1;1;1;0,044;0,322;1;1;0,302
"voyageur";1;0,146;1;1;0,359;1;1;1;0,033;1;1
"voter";1;1;0,034;1;1;1;1;1;0,007;1;1
"vignoble";1;1;1;1;1;1;1;0,511;1;1;0
"vestiaire";1;1;1;1;1;1;0;1;1;1;0,485
"varié";1;1;1;1;1;1;1;1;0;1;1
"utile";1;1;1;1;1;1;0;1;1;1;1
"téléphonique";1;0,146;1;1;0,359;1;1;1;1;0,037;1
"trésor";1;0;1;1;1;1;1;1;1;1;0,302
"tranché";1;1;1;1;1;1;1;1;1;0;1
"tournage";0,163;1;1;1;1;1;1;1;0,502;1;0,029
"touchant";0,163;1;1;1;0,011;1;1;1;1;0,524;1
"total";1;0,001;1;1;1;0;1;1;1;1;1
"tendance";1;1;1;1;0,208;1;1;1;1;0,008;1
"tecktonik";1;1;1;1;0,359;1;1;1;1;0;1
"techno";1;1;0,086;1;0,359;1;1;1;0,033;1;1
"sébastien";0;1;1;1;1;0,065;1;1;1;1;1
"swiss";1;0;1;1;1;1;1;1;1;1;1
"surf";1;1;0,086;1;0,359;1;1;0,511;0,502;1;1
"supplémentaire";1;1;1;1;1;1;0,044;1;0,007;1;1
"source";0,001;0,146;1;1;0,359;1;1;1;1;1;1
"soin";1;1;1;1;1;1;1;1;0;0,524;1
"sms";1;0,067;1;1;1;1;1;0,322;1;0,333;1
"simplicité";1;1;1;1;0,359;1;1;0,511;1;0,037;1
"sentiment";1;1;0;1;1;1;0,105;1;1;1;0,485
"sauvage";1;0,001;1;1;0,359;0,065;1;1;1;1;1
"sauter";1;1;1;1;1;1;1;1;0;1;1
"rôle";1;1;1;1;0,359;1;1;0,511;1;1;0,029
"régie";1;0;1;1;1;1;1;1;1;1;1
"récréation";1;1;1;1;1;1;1;1;0;1;1
"réception";1;0;1;1;1;1;1;1;1;1;1
"rythme";1;0,067;1;1;1;1;1;0,322;0,316;1;1
"routier";1;1;1;1;1;0,024;1;1;1;0,008;1
"rose";1;1;1;0,049;0,011;1;1;1;1;1;0,485
"roland";0,163;1;1;0,049;1;1;1;1;0,502;1;0,485
"risque";1;1;1;1;1;1;1;0,511;1;0,524;0,029
"revue";1;1;1;1;0,359;1;1;1;1;0,524;0,029
"ressembler";1;0,067;1;0,016;0,208;1;1;1;1;1;1
"respirer";1;1;1;1;1;1;0;1;0,502;1;1
"recueillir";1;1;1;1;0,359;1;1;1;0,502;1;0,029
"rechercher";1;0,146;1;0,049;0,359;1;0,105;1;1;1;1
"recevoir";1;1;1;1;1;1;0,105;1;1;0,524;0,029
"rare";1;1;1;1;0,359;1;1;1;0,033;1;0,485
"quitter";1;1;1;1;1;1;0;1;1;1;0,029
"période";1;1;0,086;1;1;1;1;1;0;1;1
"pur";1;1;1;1;0,208;1;1;1;0,316;0,333;1
"prédiction";1;1;1;1;1;1;1;1;0;1;0,485
"provoquer";1;1;1;1;0,359;1;1;1;1;1;0
"principe";1;1;0,034;1;1;0,024;1;1;1;0,333;1
"principalement";1;1;1;0;0,359;1;0,105;1;1;1;1
"presser";1;1;1;1;1;1;1;1;0,007;0,333;1
"politique";1;1;1;1;0,002;1;1;1;1;0,333;1
"piquant";1;1;1;1;0,002;1;1;1;1;0,333;1
"pipe";1;1;1;1;1;1;0;1;0,316;1;1
"personnalité";0,163;1;1;1;0,011;1;1;1;1;0,524;1
"passager";1;1;1;1;0,208;1;1;0,322;0,316;1;1
"parfaire";1;1;1;1;1;0,024;1;1;0,007;1;1
"parcours";0,163;1;1;1;0,011;1;0,105;1;1;1;1
"papa";1;1;1;1;1;1;1;1;1;0,333;0,006
"panne";1;1;1;1;1;1;1;0,511;0,033;1;0,485
"palais";1;0,001;1;0,049;1;1;1;1;0,502;1;1
"paire";1;0,067;1;1;1;1;1;1;0,316;0,333;1
"orientation";1;1;1;0,049;1;1;1;1;1;0;1
"obliger";1;1;1;1;1;1;1;1;0,502;0,524;0,029
"nautique";1;1;0,034;1;1;0,024;1;1;1;1;0,302
"natal";1;1;1;1;1;1;0;0,511;1;0,524;1
"monter";1;1;1;1;1;0,024;1;1;0,316;1;0,302
"miffon";0;1;1;1;1;1;1;1;1;1;1
"midi";1;1;1;1;1;1;1;0,322;0,316;1;0,302
"matière";1;1;1;1;0;1;1;1;1;0,524;1
"marché";1;1;0,034;1;1;1;1;1;1;0,333;0,302
"magnifique";1;1;1;1;0;1;1;1;1;1;1
"lüthi";1;1;1;1;1;1;0,044;1;1;1;0,006
"lésiner";1;0,067;0,034;1;0,208;1;1;1;1;1;1
"leçon";1;1;1;1;1;1;1;1;0,316;1;0,006
"leysin";1;1;1;1;1;0,065;1;1;1;1;0
"jurer";0,077;1;1;1;1;1;1;1;1;0,008;1
"julien";1;1;1;1;1;1;1;1;0,033;1;0,029
"julie";0,001;1;1;1;0,359;1;0,105;1;1;1;1
"jeûne";1;0,067;1;0;1;1;1;1;1;1;1
"jane";1;1;1;1;1;1;1;1;1;0,333;0,006
"inventer";0,077;1;1;1;1;1;1;1;0,007;1;1
"interprète";0,163;1;1;1;1;1;1;1;0,502;1;0,029
"insolite";1;0,067;0,034;1;0,208;1;1;1;1;1;1
"inscription";0,001;1;1;1;1;1;1;1;1;0,524;0,485
"information";1;1;1;1;0,359;1;1;1;0,502;1;0,029
"infaillible";1;1;0,086;1;1;0,065;0,105;0,511;1;1;1
"imposer";1;1;1;1;1;1;0;1;1;0,524;0,485
"immeuble";1;1;1;1;1;0,024;1;1;1;0,008;1
"imaginer";1;1;1;1;1;0,024;1;1;1;0,333;0,302
"imagination";1;0;1;1;0,359;1;1;1;1;1;1
"humeur";1;1;1;0;1;1;1;1;1;1;1
"humain";1;0,146;1;0,049;0,359;1;1;1;1;0,524;1
"gérer";1;1;1;0,049;0,359;0,065;1;1;1;1;0,485
"guérir";1;1;1;1;0,359;1;0,105;1;0,033;1;1
"guy";1;1;0,034;1;1;1;1;1;0,316;0,333;1
"grève";1;1;1;0,016;0,208;1;1;1;1;0,333;1
"godard";1;1;1;1;1;1;1;1;1;1;0
"gastronomique";1;0;1;1;1;1;1;1;1;1;1
"gars";0,077;1;1;1;1;1;0,044;1;1;1;0,302
"février";1;1;1;1;1;1;0;1;1;1;0,029
"fusée";1;0,146;1;1;0,011;1;1;1;0,502;1;1
"forme";1;1;1;1;1;1;1;1;0,316;0,333;0,302
"format";1;1;1;1;1;1;0;1;1;1;1
"folie";1;1;1;1;0;1;1;1;1;1;1
"finalement";1;0,146;1;1;0,359;1;1;0,511;1;0,524;1
"fermer";1;1;0;1;1;1;1;1;1;0,333;1
"favre";1;1;1;1;1;1;0,044;1;1;1;0,006
"faux";1;0,146;0,086;1;1;1;1;1;0,502;0,524;1
"faute";1;1;0,086;1;1;1;0,105;1;1;0,524;0,485
"fabuleux";1;1;0;1;1;1;1;1;1;1;1
"examen";1;0;0,086;1;1;1;1;1;1;1;1
"eurovision";1;0;1;1;1;1;1;1;1;1;1
"estimer";1;1;1;1;0,359;1;0,105;1;0,502;0,524;1
"envoyer";1;0;1;1;1;1;1;1;1;0,524;1
"envahir";1;1;1;0,049;1;1;1;1;0,502;0,524;0,485
"entrée";1;1;1;1;1;1;0;1;1;0,524;1
"entretenir";1;1;1;1;0,208;1;0,044;1;1;0,333;1
"entendeur";1;0,067;1;1;1;1;0,044;1;1;0,333;1
"emji_pellicule";0;1;1;1;1;1;1;1;1;1;1
"emji_caméscope";1;1;1;1;1;1;0,044;1;1;0,333;0,302
"développer";1;1;1;0,049;1;1;0,105;1;0,502;0,524;1
"désormais";1;0,146;1;1;0,011;0,065;1;1;1;1;1
