"";"X";"V1"
"1";1;8
"2";2;6
"3";3;7
"4";4;3
"5";5;8
"6";6;3
"7";7;5
"8";8;8
"9";9;8
"10";10;2
"11";11;2
"12";12;5
"13";13;6
"14";14;8
"15";15;7
"16";16;8
"17";17;7
"18";18;7
"19";19;8
"20";20;6
"21";21;6
"22";22;6
"23";23;7
"24";24;8
"25";25;8
"26";26;3
"27";27;7
"28";28;8
"29";29;8
"30";30;3
"31";31;8
"32";32;8
"33";33;3
"34";34;6
"35";35;8
"36";36;8
"37";37;8
"38";38;6
"39";39;2
"40";40;3
"41";41;7
"42";42;7
"43";43;3
"44";44;4
"45";45;8
"46";46;8
"47";47;3
"48";48;0
"49";49;6
"50";50;8
"51";51;7
"52";52;5
"53";53;6
"54";54;5
"55";55;8
"56";56;8
"57";57;3
"58";58;7
"59";59;7
"60";60;3
"61";61;7
"62";62;8
"63";63;3
"64";64;5
"65";65;5
"66";66;6
"67";67;2
"68";68;6
"69";69;5
"70";70;8
"71";71;7
"72";72;3
"73";73;8
"74";74;3
"75";75;8
"76";76;7
"77";77;8
"78";78;8
"79";79;8
"80";80;8
"81";81;8
"82";82;7
"83";83;8
"84";84;8
"85";85;7
"86";86;7
"87";87;3
"88";88;8
"89";89;8
"90";90;8
"91";91;8
"92";92;0
"93";93;0
"94";94;5
"95";95;0
"96";96;0
"97";97;8
"98";98;8
"99";99;7
"100";100;7
"101";101;8
"102";102;7
"103";103;7
"104";104;7
"105";105;8
"106";106;5
"107";107;3
"108";108;7
"109";109;4
"110";110;8
"111";111;8
"112";112;3
"113";113;3
"114";114;7
"115";115;4
"116";116;6
"117";117;8
"118";118;6
"119";119;8
"120";120;8
"121";121;3
"122";122;5
"123";123;7
"124";124;8
"125";125;6
"126";126;8
"127";127;8
"128";128;8
"129";129;8
"130";130;8
"131";131;8
"132";132;7
"133";133;8
"134";134;8
"135";135;8
"136";136;8
"137";137;8
"138";138;8
"139";139;8
"140";140;8
"141";141;0
"142";142;8
"143";143;5
"144";144;8
"145";145;2
"146";146;8
"147";147;8
"148";148;8
"149";149;3
"150";150;8
"151";151;8
"152";152;8
"153";153;8
"154";154;3
"155";155;6
"156";156;8
"157";157;3
"158";158;8
"159";159;8
"160";160;2
"161";161;3
"162";162;2
"163";163;3
"164";164;3
"165";165;6
"166";166;2
"167";167;8
"168";168;8
"169";169;8
"170";170;8
"171";171;3
"172";172;7
"173";173;8
"174";174;8
"175";175;8
"176";176;8
"177";177;8
"178";178;8
"179";179;7
"180";180;3
"181";181;7
"182";182;8
"183";183;8
"184";184;5
"185";185;5
"186";186;7
"187";187;8
"188";188;8
"189";189;3
"190";190;8
"191";191;8
"192";192;8
"193";193;8
"194";194;0
"195";195;8
"196";196;8
"197";197;6
"198";198;1
"199";199;8
"200";200;3
"201";201;6
"202";202;8
"203";203;8
"204";204;0
"205";205;3
"206";206;8
"207";207;7
"208";208;3
"209";209;3
"210";210;3
"211";211;3
"212";212;3
"213";213;3
"214";214;7
"215";215;2
"216";216;8
"217";217;8
"218";218;3
"219";219;8
"220";220;7
"221";221;5
"222";222;0
"223";223;7
"224";224;5
"225";225;8
"226";226;8
"227";227;8
"228";228;6
"229";229;8
"230";230;2
"231";231;8
"232";232;8
"233";233;8
"234";234;8
"235";235;8
"236";236;5
"237";237;7
"238";238;7
"239";239;8
"240";240;8
"241";241;7
"242";242;8
"243";243;8
"244";244;8
"245";245;8
"246";246;6
"247";247;3
"248";248;6
"249";249;8
"250";250;4
"251";251;3
"252";252;3
"253";253;6
"254";254;6
"255";255;6
"256";256;6
"257";257;7
"258";258;1
"259";259;8
"260";260;6
"261";261;7
"262";262;3
"263";263;5
"264";264;8
"265";265;8
"266";266;8
"267";267;8
"268";268;3
"269";269;8
"270";270;8
"271";271;8
"272";272;8
"273";273;7
"274";274;8
"275";275;7
"276";276;6
"277";277;3
"278";278;6
"279";279;8
"280";280;8
"281";281;8
"282";282;8
"283";283;8
"284";284;8
"285";285;6
"286";286;6
"287";287;8
"288";288;7
"289";289;5
"290";290;8
"291";291;8
"292";292;8
"293";293;8
"294";294;3
"295";295;8
"296";296;6
"297";297;8
"298";298;8
"299";299;7
"300";300;8
"301";301;6
"302";302;7
"303";303;3
"304";304;0
"305";305;3
"306";306;8
"307";307;0
"308";308;3
"309";309;7
"310";310;8
"311";311;8
"312";312;8
"313";313;8
"314";314;8
"315";315;6
"316";316;8
"317";317;7
"318";318;7
"319";319;6
"320";320;3
"321";321;3
"322";322;3
"323";323;0
"324";324;6
"325";325;6
"326";326;7
"327";327;7
"328";328;5
"329";329;4
"330";330;8
"331";331;8
"332";332;8
"333";333;8
"334";334;5
"335";335;3
"336";336;8
"337";337;8
"338";338;8
"339";339;5
"340";340;7
"341";341;8
"342";342;8
"343";343;1
"344";344;6
"345";345;4
"346";346;8
"347";347;8
"348";348;5
"349";349;3
"350";350;8
"351";351;6
"352";352;8
"353";353;8
"354";354;0
"355";355;4
"356";356;1
"357";357;6
"358";358;1
"359";359;0
"360";360;5
"361";361;6
"362";362;5
"363";363;0
"364";364;8
"365";365;3
"366";366;7
"367";367;5
"368";368;8
"369";369;0
"370";370;8
"371";371;5
"372";372;7
"373";373;7
"374";374;2
"375";375;0
"376";376;0
"377";377;5
"378";378;7
"379";379;4
"380";380;3
"381";381;8
"382";382;0
"383";383;8
"384";384;8
"385";385;8
"386";386;6
"387";387;8
"388";388;6
"389";389;0
"390";390;8
"391";391;0
"392";392;0
"393";393;6
"394";394;0
"395";395;3
"396";396;8
"397";397;8
"398";398;8
"399";399;5
"400";400;8
"401";401;7
"402";402;8
"403";403;8
"404";404;0
"405";405;6
"406";406;8
"407";407;7
"408";408;7
"409";409;8
"410";410;4
"411";411;4
"412";412;7
"413";413;8
"414";414;7
"415";415;8
"416";416;7
"417";417;8
"418";418;4
"419";419;8
"420";420;6
"421";421;7
"422";422;6
"423";423;6
"424";424;8
"425";425;8
"426";426;8
"427";427;8
"428";428;7
"429";429;6
"430";430;8
"431";431;8
"432";432;3
"433";433;7
"434";434;8
"435";435;2
"436";436;8
"437";437;7
"438";438;7
"439";439;6
"440";440;7
"441";441;7
"442";442;7
"443";443;7
"444";444;7
"445";445;7
"446";446;7
"447";447;7
"448";448;0
