*rts_a;9457;11643;869;1460;8327;7221;1827;4544
*a_0001;2;7;2;0;0;4;0;1
*postLikes_602;2;7;2;0;0;4;0;1
*postComments_30;70;69;20;6;61;57;10;87
*postReposts_0;2756;3824;292;206;2186;2580;448;1682
*postDate_25-6-2021;2;7;2;0;0;4;0;1
*commentDate_11-7-2021;10;5;2;0;0;0;0;3
*commentLikes_1;2682;3073;1226;323;2002;2858;530;2697
*lang_fr;12332;15548;7677;1990;12369;16246;3463;16283
-*monsieur_elstir;0;1;0;0;0;0;0;0
*commentDate_10-7-2021;2;0;0;0;0;1;0;0
*commentLikes_0;5707;7691;2144;857;5154;6209;1361;5458
-*florianlisi;0;0;0;0;0;1;0;1
*commentDate_9-7-2021;8;3;2;0;0;2;0;0
-*gerardsermier;0;0;2;0;0;1;0;0
*commentDate_29-6-2021;7;6;0;1;1;1;0;4
-*the_greeny_hope;0;1;0;0;0;1;0;2
*commentDate_25-6-2021;2;5;0;0;0;1;0;1
-*ritatouille_30;4;1;0;0;1;2;0;1
*commentLikes_2;1140;1250;722;187;1082;1567;290;1515
-*c_pianelli;1;1;0;0;0;0;0;0
-*p_z_so;0;1;0;0;0;1;0;0
*commentLikes_6;179;228;225;28;261;331;79;416
-*bouvier1173;15;0;0;0;1;1;0;0
-*libellule_verte;0;1;0;0;0;1;0;0
-*elisasilveira_ch;1;3;0;0;0;1;1;0
-*linstant_paradis;0;2;0;0;1;1;0;0
*a_0002;6;3;0;0;6;2;0;0
*postLikes_915;6;3;0;0;6;2;0;0
*postComments_37;49;66;7;6;69;89;15;85
*postDate_27-6-2021;6;3;0;0;6;2;0;0
*commentDate_13-6-2022;1;2;0;0;0;0;0;0
-*gabbaboy;7;0;0;0;0;0;0;0
*commentDate_6-7-2021;2;4;0;0;1;2;0;0
-*chantalsedent;1;0;0;0;1;0;0;0
*commentDate_30-6-2021;0;4;0;0;0;0;0;0
-*laboitesauvage;0;1;0;0;0;0;0;0
*commentDate_28-6-2021;2;7;0;0;3;3;0;2
-*pierrokxz;0;0;0;0;0;1;0;0
*commentLikes_5;267;308;276;52;320;490;85;571
-*chill_phil_official;0;1;0;0;3;3;1;0
-*oxytoc4;0;0;0;0;2;0;1;1
*commentDate_27-6-2021;4;2;0;0;4;1;0;0
-*perezlois;0;0;0;0;1;0;0;0
-*jer_tsch;0;1;0;0;0;0;0;0
-*val_plrd;0;1;0;0;0;0;0;0
-*philly170;1;0;0;0;0;0;0;0
*commentLikes_9;104;128;140;24;141;218;53;240
-*punished_venomsnake;1;0;0;0;3;3;0;2
*commentLikes_11;62;73;101;13;110;153;35;185
-*eliselolaadrian;0;0;0;0;0;2;0;0
-*swisschips;14;1;1;0;2;0;0;0
-*noelie_cld;0;0;0;0;1;0;0;0
*commentLikes_3;614;673;535;87;660;969;210;963
-*sergelowrider;1;0;0;0;0;0;0;0
-*nathalie_constiaux;1;1;0;0;0;2;0;1
*a_0003;4;14;0;0;2;2;0;2
*postLikes_531;4;14;0;0;2;2;0;2
*postComments_38;52;101;14;12;70;101;10;100
*postDate_28-6-2021;4;14;0;0;2;2;0;2
-*brian_nicole_2304;0;1;0;0;0;0;0;0
-*le_rob_fca;0;1;0;0;0;0;0;0
-*ty_patrice;0;1;0;0;0;0;0;0
-*lilly_des_pois;1;1;0;0;0;0;0;0
-*cire23_;2;0;0;0;0;0;0;0
-*pires7736;1;1;0;0;2;0;0;4
-*sergeboarini;0;0;0;0;0;1;0;1
-*lilas_wolf;0;1;0;0;0;0;0;1
-*prune_tte;1;1;0;0;0;0;0;0
-*jujudelayaute;0;2;0;0;0;0;0;0
-*jessfrancescato;0;4;0;0;0;0;0;0
-*dirtysanjez;0;0;0;0;0;1;0;0
-*bambou_twinkies_wav;0;1;0;0;0;0;0;0
-*vincenzo54110;0;1;0;0;0;0;0;0
*commentLikes_4;318;471;403;74;502;648;133;719
-*stephanegutmann;1;0;0;0;0;0;0;2
-*lachicademadrid;1;1;0;0;1;0;0;0
-*ruru_1562;0;0;0;0;0;1;0;0
-*fabi_bruchez;1;7;0;0;0;0;0;0
-*popi_super;1;0;0;0;1;0;0;1
-*didiwusch;0;1;0;0;0;0;0;0
*a_0004;5;3;0;1;0;1;0;4
*postLikes_1300;156;218;97;16;109;144;39;131
*postComments_24;129;66;11;4;47;43;15;41
*postDate_29-6-2021;5;3;0;1;0;1;0;4
*commentDate_1-7-2021;0;1;0;0;0;0;0;0
-*allreadyours;0;1;0;0;0;0;0;0
-*deborahbdy;1;0;0;0;0;0;0;0
-*sergio_prof80;3;5;0;0;2;1;0;0
-*revakammer;0;0;0;0;0;0;0;1
-*svemarieg;10;1;0;1;0;1;0;0
-*vitorfanti92;1;0;0;0;0;0;0;0
-*table_de_jerome;0;0;0;0;0;1;0;1
-*tsar_ofswan;0;4;0;3;3;3;0;2
-*pep_1203;0;1;0;0;0;0;0;0
-*lasoeurdelafleuriste;4;1;0;0;2;0;0;0
-*legobelet;1;0;0;0;0;0;0;0
-*kodasrime;0;0;0;0;0;0;0;0
*a_0005;7;3;0;0;3;2;0;2
*postLikes_1400;115;153;26;20;110;171;26;151
*postDate_2-7-2021;9;8;1;0;3;6;0;6
*commentDate_18-7-2021;1;3;0;0;2;0;0;4
-*mate_asado_artisero;0;1;0;0;0;0;0;0
*commentDate_16-7-2021;6;2;1;0;2;2;1;1
-*aliko93600;0;0;0;0;0;1;0;0
*commentDate_4-7-2021;4;19;0;1;2;10;0;2
-*joy_loves_food;0;1;0;0;0;0;0;0
