emji_visage_riant_aux_larmes;527;122;60;26;91;226;248;3373
emji_coeur_rouge;1460;4;31;2;14;29;50;45
voir;211;46;125;16;125;389;607;406
emji_visage_souriant_avec_yeux_en_forme_de_coeur;1226;8;10;0;9;19;36;53
époque;541;10;44;16;75;339;311;339
aller;87;48;110;16;97;242;585;388
beau;1018;5;33;0;36;109;126;92
aimer;462;13;87;8;44;128;179;230
emji_applaudissements;617;8;11;1;7;34;36;32
suisse;131;26;16;8;71;88;108;754
femme;169;17;16;5;52;625;189;68
emji_se_rouler_par_terre_de_rire;61;26;6;3;17;23;31;560
parler;117;14;43;2;95;395;93;366
enfant;155;6;17;4;51;427;285;74
homme;182;6;34;2;69;537;116;46
souvenir;730;1;13;3;11;35;94;111
vie;254;14;48;4;61;146;429;49
petit;219;39;88;5;41;130;204;229
gens;98;29;67;11;96;206;389;83
année;202;14;41;9;67;144;170;311
temps;130;9;33;14;44;110;391;120
penser;53;17;51;7;73;257;167;217
monde;84;12;38;7;98;217;311;76
tellement;473;15;27;6;20;91;104;93
emji_visage_qui_pleure;156;5;29;7;20;82;304;35
chose;63;15;33;11;83;210;270;96
comprendre;106;16;42;8;51;351;106;109
vrai;190;12;39;10;32;230;103;146
emji_visage_souriant_avec_une_goutte_de_sueur;74;25;21;4;13;36;28;468
passer;88;13;32;25;46;93;281;137
grand;194;13;30;6;34;83;210;139
français;57;60;3;3;60;131;59;262
prendre;50;50;49;15;43;86;278;129
connaître;63;22;21;6;47;200;138;167
jour;82;28;51;4;24;71;310;85
vraiment;126;13;31;8;40;195;141;104
changer;55;7;23;12;51;136;250;118
vivre;102;13;32;3;36;86;281;65
trouver;68;28;38;4;38;137;213;86
jeune;92;4;7;3;14;248;143;85
emji_visage_faisant_un_clin_d_oeil;78;16;15;3;19;78;77;295
venir;36;27;60;5;38;101;129;200
mettre;37;17;40;18;41;99;210;110
adorer;369;10;24;0;11;36;33;77
emji_feu;348;3;5;0;5;15;33;20
donner;61;4;83;4;49;109;144;56
vidéo;79;3;15;2;12;180;61;168
emji_mains_en_prière;338;1;8;2;9;16;23;24
france;11;56;28;4;44;51;100;185
magnifique;461;0;6;0;2;10;16;17
emji_visage_souriant_avec_coeurs;342;1;13;2;5;8;8;16
animal;55;0;335;0;5;21;23;4
jouer;259;1;7;4;9;39;73;66
rester;43;11;45;5;50;51;175;79
raison;169;2;42;6;52;86;59;48
exister;38;17;43;4;116;71;112;52
devenir;59;4;36;6;21;71;197;59
fois;42;43;19;13;26;71;137;88
seul;44;9;58;3;52;75;139;63
commentaire;32;1;18;1;38;248;19;78
demander;17;10;17;16;36;75;167;74
question;16;8;15;2;48;266;25;37
mot;36;23;4;3;52;138;14;119
appeler;23;22;15;3;29;32;40;227
accent;70;5;0;0;1;6;4;291
dieu;78;4;8;0;202;24;28;36
école;72;11;4;4;7;88;149;38
chat;60;5;233;0;5;9;16;23
regarder;52;1;15;2;21;71;98;125
sentir;42;8;14;6;45;143;63;59
humain;50;0;121;3;46;63;70;7
utiliser;2;97;24;3;40;72;35;81
apprendre;29;4;12;4;25;124;100;31
emji_mains_levées;243;3;3;2;9;21;21;31
meilleur;201;4;17;3;13;27;47;38
bidet;9;298;0;1;2;6;9;7
vieux;47;4;14;1;6;53;54;168
fille;72;3;2;1;3;51;130;77
arriver;25;7;15;5;21;66;130;79
entendre;59;6;8;0;22;72;39;143
nom;15;4;2;2;71;61;62;94
manger;19;8;162;1;3;12;25;93
dernier;114;3;11;4;20;45;63;77
premier;36;2;16;5;36;48;53;123
parent;19;11;5;0;7;107;121;46
ca;31;8;26;2;16;63;103;61
emji_visage_souriant_avec_yeux_rieurs;181;7;10;0;7;29;36;55
coup;17;5;20;5;22;57;62;132
jeu;171;2;4;3;7;34;49;34
emji_visage_avec_bouche_ouverte;34;6;12;4;11;54;60;96
tête;19;1;5;2;12;33;34;201
reportage;200;7;4;1;7;18;33;39
pays;37;13;6;5;65;44;64;63
cas;10;7;16;6;33;112;66;49
respect;76;0;9;5;13;153;35;9
problème;8;5;29;3;43;137;39;18
archive;175;1;4;1;2;23;25;62
moment;92;3;11;2;12;61;65;47
heureux;100;2;22;2;8;33;98;25
arrêter;10;2;20;7;23;101;89;35
manquer;64;11;15;0;13;104;49;31
malheureusement;31;2;34;2;16;98;84;15
pauvre;17;1;39;9;14;31;118;48
super;101;13;13;7;11;31;40;56
niveau;15;2;6;2;15;154;44;19
fin;42;3;9;2;24;39;51;110
accord;38;6;14;3;25;70;30;23
pareil;25;7;19;4;13;50;43;115
emji_visage_qui_pleure_à_chaudes_larmes;21;3;7;2;2;9;19;129
père;44;1;4;1;14;30;60;108
besoin;15;19;58;3;29;54;71;15
génération;35;1;6;1;13;138;36;29
laisser;18;4;36;7;20;79;77;21
renard;38;0;211;0;0;1;0;6
plutôt;4;5;22;3;20;57;70;77
sûr;17;3;14;3;17;112;44;47
classe;41;0;0;0;8;96;41;45
blanc;8;1;7;0;33;30;20;132
heure;51;1;9;2;8;22;98;37
etc;10;8;37;11;31;38;67;29
emji_visage_avec_des_étoiles_à_la_place_des_yeux;193;0;1;0;0;3;6;5
maison;24;35;22;3;10;28;66;49
incroyable;135;5;4;0;11;35;28;31
hiver;176;0;8;1;6;2;24;21
emji_visage_en_pleine_réflexion;10;3;18;3;24;87;19;48
oublier;29;9;7;2;20;25;68;83
rendre;17;0;37;2;17;43;100;26
coeur;131;0;16;2;8;19;38;16
âge;41;0;5;0;8;127;36;24
mère;40;5;15;1;7;16;96;56
emji_pouce_vers_le_haut;140;2;6;0;3;12;12;36
part;17;6;12;2;15;78;55;58
genre;18;2;7;5;15;105;34;50
emji_visage_souriant_aux_yeux_rieurs;27;3;4;3;8;16;19;146
travailler;20;2;7;6;6;46;109;36
laver;1;201;1;0;1;7;14;3
air;34;4;14;5;4;39;75;62
plaisir;103;1;22;0;4;25;59;25
écouter;72;0;0;0;25;82;16;39
perdre;26;1;14;3;13;39;78;57
simple;73;5;8;4;10;39;79;12
travail;27;8;7;13;14;31;109;13
touchant;217;0;0;0;2;4;11;0
triste;43;1;6;1;10;52;104;14
genève;14;2;3;0;6;6;19;168
génial;164;6;2;1;7;11;16;21
droit;10;2;9;4;25;107;41;17
ami;45;3;13;2;20;10;100;22
sortir;13;10;11;1;21;37;63;63
gros;14;13;9;6;15;36;48;71
famille;28;4;15;0;12;19;100;37
histoire;35;4;8;0;52;39;40;34
rire;49;4;1;1;5;17;10;126
rappeler;85;2;4;1;12;15;41;57
partie;26;28;16;1;22;40;42;39
côté;16;16;14;3;8;35;55;74
revenir;20;8;11;6;33;32;46;43
nourrir;11;1;173;0;5;5;10;2
importer;8;1;25;3;7;58;84;25
réponse;31;1;2;1;36;93;20;22
retrouver;78;1;15;0;9;29;42;40
emji_visage_roulant_des_yeux;6;2;7;6;18;73;23;58
amour;96;4;22;0;10;26;38;11
heureusement;9;9;12;3;4;37;79;63
emji_drapeau_suisse;116;0;1;0;6;7;12;28
répondre;12;1;6;0;15;126;12;23
espérer;65;4;10;2;12;33;56;30
écrire;11;1;1;1;10;123;15;35
toilette;0;179;1;2;1;4;6;4
lire;7;3;0;1;19;136;13;23
fou;35;4;6;2;22;27;36;73
ancien;48;3;5;3;19;55;40;37
préférer;41;8;22;3;6;38;53;30
payer;5;0;16;31;25;26;66;28
garçon;78;1;2;0;3;47;43;26
journée;45;12;6;2;8;28;58;35
cher;20;2;25;8;10;9;81;37
place;15;11;10;1;8;46;86;24
naître;28;6;5;0;13;25;32;89
mignon;148;0;15;1;4;11;15;5
pire;10;3;13;9;7;20;81;43
mec;9;0;2;1;5;29;24;123
poser;2;6;11;1;11;129;16;14
truc;11;10;11;10;14;25;35;78
finir;23;1;23;1;6;36;68;33
eau;8;60;22;2;12;12;35;35
idée;20;2;13;1;12;57;48;41
garder;28;3;28;1;13;22;60;34
façon;31;3;4;2;10;89;20;30
élastique;153;0;2;0;1;4;17;7
mort;8;0;29;1;40;30;44;28
nature;52;0;57;0;13;24;34;1
début;18;3;5;1;20;12;23;103
enfance;133;3;1;2;2;13;17;13
partir;11;5;8;1;28;27;52;51
compte;15;0;9;2;27;41;68;20
société;19;0;9;1;22;56;72;3
mdr;6;10;3;2;6;10;13;131
attendre;6;3;13;1;14;31;63;50
noir;8;0;4;0;39;21;16;80
exactement;17;1;6;3;12;89;17;36
servir;6;53;14;3;13;22;29;28
acheter;12;9;58;2;9;11;37;36
mauvais;11;2;17;3;28;34;62;14
dimanche;36;0;3;0;6;4;31;76
bonheur;126;1;3;1;8;9;22;5
valoir;21;2;18;0;1;9;19;102
exprimer;35;0;0;0;9;111;8;6
mode;9;9;8;0;4;48;24;64
propre;8;45;5;1;16;35;32;28
exemple;27;8;14;1;18;39;48;18
cours;21;1;1;3;6;39;58;32
sembler;10;3;11;5;13;57;39;32
rts;55;0;2;1;3;12;15;80
emji_visage_retenant_ses_larmes;125;1;1;0;1;4;7;6
voiture;14;1;9;3;10;5;87;31
merveilleux;150;0;1;0;3;3;6;5
chercher;11;1;14;1;27;55;35;20
joli;115;2;0;2;5;4;18;21
oeil;51;1;6;1;6;24;54;19
normal;6;3;8;3;11;75;36;16
pied;6;48;4;1;7;16;32;35
