"";"X.rts_a";"X.rts_i"
"moi";3,58;1,36
"je";8,36;5,54
"dire";2,67;2,53
"à";9,38;12,32
"quand";1,2;0,99
"le";11,66;13,73
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";5,53;4,56
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";0,26;0,12
"ces";3,35;1,29
"archive";1,84;0
"être";36,75;27,22
"absolument";0,21;0,37
"magnifique";7,15;7,02
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";53,84;46,13
"emji_feu";12,46;26,85
"emji_yeux";0,14;0,43
"emji_coeur_rouge";50,44;35,85
"ma";1,61;0,99
"jeunesse";0,41;0,18
"respect";1,14;1,23
"2";0,26;1,48
"emji_visage_avec_lunettes_de_soleil";0,91;1,17
"back";0,17;0,18
"the";0,44;0,86
"emji_mains_en_prière";10,31;14,97
"c";16,09;11,33
"qui";3,31;2,09
"incroyable";1,58;1,29
"de";21,65;16,01
"voir";1,47;0,74
"ça";5,48;4,62
"faire";4,6;5,67
"mon";4,01;1,42
"dimanche";0,23;0
"merci";8,41;10,35
"la";16;14,54
"top";0,44;0,43
"juste";0,68;0,86
"un";7,74;6,16
"peu";0,62;0,49
"mal";0,14;0,62
"aux";0,7;1,48
"pas";4,72;6,04
"vous";5,46;6,28
"meilleur";1,56;1,66
"sur";1,4;1,05
"emji_ok";1,21;0,92
"emji_trinquer";0,21;0,43
"emji_trèfle_à_quatre_feuilles";1,21;2,34
"d";5,65;4,19
"les";10,88;8,99
"emji_applaudissements";26,55;55,25
"emji_se_rouler_par_terre_de_rire";1,91;1,11
"emji_ok_peau_claire";0,38;0,49
"mais";3,83;3,7
"tu";1,02;1,97
"emji_mains_levées";12,11;31,66
"emji_visage_riant_aux_larmes";17,93;9,79
"sacré";0,35;0,31
"mythique";0,46;0,06
"emji_applaudissements_peau_claire";0,71;2,59
"et";16,03;14,66
"vive";1,21;1,54
"suisse";1,47;3,33
"emji_drapeau_suisse";2,98;9,05
"emji_biceps_contracté_peau_claire";0,29;1,17
"m";1,37;0,8
"en";6,51;6,22
"souvenir";9,06;0,49
"trop";5,65;3,02
"bien";5,4;5,73
"quelle";4,72;1,48
"équipe";0,15;0,49
"bravo";3,26;11,95
"gars";0,11;0,25
"ils";2,87;2,4
"nous";2,64;2,4
"avoir";18,23;12,75
"rêver";0,23;0,12
"emji_coeur_cartes";3,54;0,86
"on";5,22;5,6
"adorer";5,42;2,16
"offrir";0,12;0,18
"emji_doigts_croisés_peau_claire";0,09;0,68
"emji_doigts_croisés";0,24;0,92
"aller";0,85;1,79
"leur";0,61;0,62
"emji_visage_faisant_un_clin_d_oeil";0,82;0,25
"emji_coeurs_qui_tournent";0,32;0,62
"tellement";5,07;2,34
"pour";6,95;12,32
"ce";7,3;4,31
"époque";4,45;0,06
"beau";11,1;4,07
"qu";3,84;2,59
"anniversaire";0,61;0,25
"j";12,22;5,36
"encore";1,43;0,74
"photo";0,09;0,49
"my";0,47;0,12
"nos";0,97;0,74
"dieu";0,96;0,37
"l";9,15;5,48
"gens";0,55;0
"t";0,87;0,8
"bon";4,04;4,13
"rester";0,32;0,62
"an";1,5;0,43
"après";0,41;0,31
"ah";0,88;0,62
"surtout";0,39;0,86
"emji_soleil";0,44;0,49
"dans";3,29;2,09
"bois";0,18;0,12
"dernier";1,11;0,31
"génial";2,87;1,29
"vos";0,56;0,55
"aimer";3,04;1,29
"reportage";2,02;0,37
"emji_visage_souriant_avec_coeurs";16,06;9,3
"commentaire";0,21;0,55
"emji_visage_rieur";0,76;0,43
"ancien";0,41;0,06
"emji_pouce_vers_le_haut";5,86;4,25
"trésor";0,24;0
"des";5,78;3,39
"rts";0,41;0,43
"chose";0,44;0,55
"me";2,82;1,23
"devoir";0,77;0,68
"saut";0,14;0,06
"passer";0,52;0,18
"extraordinaire";0,71;0,25
"superbe";0,46;0,43
"que";7,82;5,48
"falloir";0,83;1,17
"regarder";0,44;0,06
"puch";0,2;0
"emji_visage_souriant_aux_yeux_rieurs";0,91;0,25
"tant";0,56;0,74
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,59;0,99
"cette";6,36;1,85
"quel";2,81;1,23
"lausanne";0,21;0,18
"oublier";0,12;0,31
"ses";0,7;0,92
"jeune";0,87;0,18
"for";0,17;0,49
"ever";0,15;0,12
"é";0,12;0,62
"il";7,04;4,25
"devenir";0,47;0,06
"notre";0,97;0,92
"y";3,1;2,16
"idée";0,14;0,55
"du";3,46;4
"frisson";0,21;0,06
"vie";1,96;0,8
"ha";0,15;0
"aussi";3,37;1,66
"plein";0,55;0,49
"perle";0,14;0,25
"s";1,61;1,6
"super";1,18;0,86
"emji_cornes_avec_les_doigts";0,41;1,11
"excellent";0,74;1,23
"fantastique";0,3;0,31
"emji_fusée";0,09;0,62
"emji_mains_levées_peau_moyennement_claire";0,23;0,74
