"";"classe 1";"classe 2";"classe 3";"classe 4"
"réunir";0,11;1;1;1
"requin";1;1;0;1
"relayer";0;1;1;1
"rassemblement";0;1;1;1
"puissance";0,083;1;0,398;1
"précaire";1;1;0,001;1
"progrès";1;1;0;1
"poursuivre";0;1;1;1
"poursuite";1;1;0,001;1
"polémique";1;1;1;0,005
"pleurnicher";0,872;1;0,974;1
"pathétique";1;1;1;0,002
"oppression";0;1;1;1
"note";1;1;1;0,002
"net";1;1;0,003;1
"multiple";0,953;1;1;0,008
"mortel";1;1;0;1
"masque";0,141;1;1;0,084
"humoriste";1;1;1;0
"fusil";0,004;1;0,187;1
"fumée";1;1;0;1
"festival";0,045;1;1;1
"exécuter";0;1;1;1
"espagnol";1;1;1;0,033
"enseigner";1;0,454;0,144;1
"emji_visage_expirant";1;1;1;0,001
"emji_visage_avec_lunettes_de_soleil";1;0,305;1;0,061
"emji_mains_qui_forment_un_coeur_peau_claire";1;0,002;1;0,061
"dégradation";0;1;1;1
"définir";0,011;1;1;1
"décéder";1;1;1;0,187
"couteau";0,688;1;1;0,362
"coucher";1;1;0,486;0,256
"constructif";1;0,454;1;0
"com";1;1;1;0,001
"collaboration";0;1;1;1
"cohérent";1;1;1;0,121
"cicr";0,002;1;0,921;1
"chambre";1;1;1;0,003
"cambriolage";1;1;1;0,049
"boycotter";1;1;0;1
"biologique";1;1;0,144;0,362
"bardot";1;0;1;0,005
"aberrant";1;1;0,105;1
"équilibré";1;1;0,008;1
"église";0,11;1;1;0,473
"université";1;1;0,486;0,256
"terreur";0;1;1;1
"tempête";1;1;1;0,049
"taxé";1;1;0;1
"taser";1;1;1;0
"tas";1;1;0,974;0,106
"sélectif";0,007;1;1;0,473
"spectacle";1;1;1;0,026
"soucier";1;1;0,398;0,928
"soeur";0;1;1;1
"salariales";1;1;0;1
"résumer";0,612;1;1;0,764
"république";0;1;1;1
"remise";0,612;1;1;0,017
"recycler";1;1;0;1
"rater";1;1;1;0,002
"pratiquer";0;1;1;1
"pratiquement";1;1;0;1
"potentiel";1;1;0,187;0,928
"portée";0,001;1;0,105;1
"pomme";1;1;0;1
"pilier";1;1;0;1
"parlement";1;1;1;0,049
"panier";1;1;1;0,072
"occurrence";1;1;0,816;0,256
"mr";1;1;1;0,008
"moin";1;1;0,105;0,473
"modifier";1;1;0,073;1
"mission";1;1;1;0,256
"meurtrier";0;1;1;1
"massivement";1;1;0;1
"mafia";1;1;0;1
"lobby";1;1;0,605;0,106
"héros";0;1;1;1
"folie";1;1;1;0,238
"favela";0,003;1;1;0,76
"examen";1;1;1;0,049
"essence";1;1;0;1
"entrepreneur";1;1;0;1
"entraîner";0,872;1;1;0,458
"empire";0;1;1;1
"emji_visage_qui_fait_un_salut_militaire";1;0,006;1;0,121
"emji_symbole_d_avertissement";0,463;1;0,049;1
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";1;1;0,014;1
"emji_chat_qui_pleure_de_joie";0,612;0,656;1;0,145
"emji_applaudissements_peau_moyennement_claire";0,612;0,003;1;1
"détenir";0,537;1;0,023;1
"désormais";0,11;1;1;0,473
"déplacement";0,953;1;0;1
"déménager";1;1;0,023;1
"durer";0,537;1;0,71;1
"disposer";1;1;0,001;1
"dignité";0,11;1;1;0,121
"céder";0,537;1;0;1
"croissant";1;1;0,014;1
"contester";0,239;1;1;1
"constamment";0,612;1;0,037;1
"conservateur";1;1;1;0,002
"citation";1;1;1;0
"bruit";1;1;1;0
"brigitte";1;0,005;1;0,002
"bouchon";1;1;0;1
"bloc";0;1;1;1
"attribuer";1;1;0,243;0,932
"atrocité";0;1;1;1
"annuel";1;1;0;1
"adn";1;1;1;0,04
"activement";0,292;1;0,011;1
"étape";1;1;0,71;0,171
"écriture";1;1;1;0
"volontairement";0,872;1;0,049;1
"visiter";0,537;1;1;0,606
"verre";1;0,379;0;1
"trou";1;1;0,023;1
"toit";1;1;0,187;1
"succession";1;1;0;1
"subventionner";1;1;0;1
"stress";1;1;0,001;1
"st";1;1;0;1
"splendeur";0,239;0,379;0,001;1
"sourire";1;0;1;1
"soulever";1;1;1;0,171
"sommeil";1;1;0,187;0,928
"solide";1;0,342;0;1
"slogan";0,022;1;1;0,928
"similaire";1;1;0,605;0,458
"signaler";0,872;1;1;0,238
"serrer";1;1;0,006;1
"serafe";1;1;1;0,001
"satisfaire";1;1;0,031;1
"routier";1;1;0;1
"romands";1;1;0,398;0,171
"revendiquer";0,022;1;1;0,346
"restreindre";0,06;1;0,137;1
"recruter";0,239;1;0;1
"précieux";1;0,379;0,023;1
"proportionnel";0,263;1;0,632;1
"pk";1;1;1;0
"piller";0;1;1;1
"parfum";1;1;1;0
"paquet";1;1;1;0,026
"organisme";0,083;1;0,187;1
"organisateur";0;1;1;1
"objectivement";0,003;1;1;0,458
"nigeria";0;1;1;1
"mépris";1;1;0,187;0,928
"missile";0;1;1;1
"maltraiter";0,004;1;1;1
"maltraitance";1;1;1;0,002
"malhonnête";0,953;1;1;0,026
"malheureux";1;0,003;1;0,76
"lent";1;1;0;1
"judiciaire";0;1;1;1
"japon";1;1;0,519;0,42
"jai";1;0,958;1;0,44
"interroger";0,083;1;1;0,928
"incompétent";1;1;0,187;1
"illusion";1;1;0,71;0,171
"homicide";1;1;1;0,002
"garçon";1;0,379;1;0
"gang";0;1;1;1
"galer";1;1;0,001;1
"frs";1;1;0;1
"exceptionnel";1;0;1;1
"emji_personne_qui_hausse_les_épaules";1;1;0,004;1
"emji_ninja_peau_mate";0;1;1;1
"détresse";1;1;1;0
"détention";0;1;1;1
"dérouler";0,003;1;1;1
"dégager";0,083;0,379;1;1
"dose";1;1;0,002;1
"domination";1;1;1;0
"document";0;1;1;1
"distribuer";1;1;0;1
"diplôme";1;1;0;1
"copier";1;1;0,974;0,106
"constant";0,537;1;0,023;1
"communisme";1;1;1;0,006
"commission";0;1;1;1
"combler";1;1;0,001;1
"co2";1;1;0;1
"carbone";1;1;0;1
"botte";1;0,379;1;0,008
"bol";0,537;1;1;0,171
"bin";0,953;0,063;1;0,072
"bienne";1;0,305;1;0,153
"bien_être";1;0,063;1;0,026
"auprès_de";1;1;0,974;0,458
"atmosphère";1;1;0;1
"artificiel";1;1;0,003;1
"annemasse";1;1;0;1
"ampleur";1;1;0,023;1
"allié";0;1;1;1
"alimentation";1;1;0;1
"agence";1;1;0,008;1
"affamer";0;1;1;1
"acquérir";1;1;0,023;1
"accumuler";1;1;0;1
"a2";1;1;1;0
"éventuellement";1;1;0,031;1
"étouffer";0,463;0,003;1;1
"épargner";1;1;0;1
"élite";0,872;1;0,974;0,76
"électronique";1;1;0;1
"écran";1;1;1;0
"vital";1;1;0;1
"visibilité";1;1;0,137;1
"troll";1;1;1;0
"troisième";1;1;0,632;0,58
"tram";1;1;0;1
"tragédie";0;0,342;1;1
"tjs";1;1;1;0,006
"théâtre";1;1;1;0,04
"thermique";1;1;0;1
"terrasse";1;1;0;1
"swisscom";1;1;0;1
"septembre";0;1;1;1
"résumé";1;1;1;0,013
"répartition";1;1;0;1
"rémunérer";1;1;0;1
"ruine";0,15;1;0,002;1
"riponne";1;1;1;0,003
"radical";0;1;1;1
"qqun";1;1;1;0,002
"putain";1;1;1;0,003
"publicité";1;1;0,605;0,76
"propriété";1;1;0,064;1
"promouvoir";0,872;1;1;0,106
"probleme";1;1;0,031;1
"poule";1;1;0,391;0,668
"potentiellement";0,872;1;0,003;1
"plante";0,872;1;0,014;1
"pdg";1;1;0;1
"parental";1;1;0;1
"orthographe";1;1;1;0
"oeuf";1;0,868;1;0,076
"nécessité";0,192;1;0,137;1
"natalité";1;1;0;1
"narratif";0,014;1;1;0,238
"menteur";0;1;1;1
"maîtrise";1;1;1;0,003
"max";1;1;0;1
"librement";1;1;0,243;0,932
"lait";1;1;0;1
"juriste";1;1;1;0
"jardin";1;1;0,096;0,932
"interview";0,003;1;1;1
"instaurer";0,392;1;0,031;1
"illégalement";0;1;1;1
"geneve";1;1;0,316;0,935
"fumigène";1;1;1;0
"front";1;1;0,974;0,106
"fonctionnement";1;1;0,014;1
"fil";1;1;0,974;0,458
"excessif";1;1;0,014;1
"esclave";1;1;0,503;0,594
"ennemi";0;1;1;1
"emji_visage_souriant_avec_de_grands_yeux";1;0,914;1;0,135
"démarche";1;1;1;0,001
"dégrader";1;1;0,605;0,458
"divorce";1;1;1;0,009
"dette";1;1;0;1
"description";1;1;1;0,001
"delà";1;1;0,605;0,76
"curieux";1;1;1;0,106
"crédibilité";0;1;1;1
"créateur";1;0,958;0,18;1
"croix";0,003;0,914;1;1
"croissance";1;1;0;1
"craindre";0,788;1;1;0,327
"cour";0;1;1;1
"conviction";1;1;1;0,001
"contacter";1;0,342;0,974;0,76
"conjoint";1;1;1;0,002
"conclure";0,463;1;1;0,106
"collaborer";0;1;1;1
"cognitif";1;1;1;0
"cliché";1;1;1;0,02
"clavier";1;1;1;0
"classique";1;1;0,001;1
"chauffer";1;1;0;1
"catastrophique";1;1;0,014;1
"calmer";1;1;1;0,04
"boulangerie";1;0,269;0;1
"biodiversité";1;1;0;1
"bernois";1;1;1;0,02
"bernard";1;1;0;1
"basique";1;1;1;0,02
"bannir";1;0;0,974;1
"bandit";0,392;1;1;0,061
"balcon";1;1;1;0
"b1";1;1;1;0
"asf";1;0,002;1;0,02
"arrestation";0;1;1;1
"alémanique";1;1;1;0,02
"agriculture";1;1;0;1
"aborder";1;1;1;0,006
"épuiser";1;1;0;1
"énerver";1;1;1;0,049
"écosystème";1;1;0;1
"yémen";0;1;1;1
"voiler";0,615;1;0,316;1
"vif";1;0,305;0,008;1
"tunnel";0;1;1;1
"tjr";1;1;1;0,009
"timbre";1;0;1;0,748
"tiers";1;1;1;0,091
"thune";1;1;0,004;1
"systémique";1;1;0,632;0,135
"supermarché";1;1;0;1
"soignant";1;1;0;1
"slide";1;0,914;1;0,049
"sapin";1;0,958;0;1
"saisir";1;1;0,862;0,594
"résister";0,029;1;0,747;1
"réserve";1;1;0;1
"représentatif";1;1;1;0,153
"rejeter";0,15;1;0,096;1
"refus";1;1;1;0,327
"rechercher";0,15;1;1;0,594
"rarement";1;1;0,503;0,327
"pétrolier";1;1;0;1
"précision";1;0,305;1;0,594
"propager";0;1;1;1
"promotion";1;1;1;0,091
"plat";1;1;1;0,006
"pc";1;1;0,862;0,061
"passion";1;1;0,862;0,327
"partisan";0,001;1;1;0,932
"paradis";1;0,269;0,001;1
"mariage";1;1;1;0,001
"lobbys";1;1;0;1
"lingot";1;1;0;1
"lgbt";0,788;1;1;0,02
"jsp";1;1;1;0,061
"journalistique";0,043;1;1;0,327
"jogging";1;0,868;1;0,006
"issue";0,788;1;0,503;1
"islamique";0;1;1;1
"interpréter";1;1;1;0,015
"inquiétant";1;1;1;0,001
"influencer";1;1;0,405;0,44
"inde";1;1;0,064;1
"importation";1;1;0;1
"illustre";1;1;1;0,061
"humaniste";1;0,958;1;0,032
"fiable";0,043;1;1;1
"exploit";1;0,234;1;0,049
"exemplaire";0;1;1;1
"ethnique";0;1;1;1
"entourage";1;0,04;0,008;1
"emji_visage_éméché";0,615;0,914;1;0,306
"emji_sapin_de_noël";1;0;1;1
"emji_mains_en_prière_peau_moyennement_claire";1;0;1;1
"emji_drapeau_états_unis";0,392;0,305;0,031;1
"déclencher";0;1;1;1
"décevoir";1;1;0,09;1
"douter";0,113;1;1;0,44
"douleur";0,009;1;1;1
"diffamation";0;1;1;1
"deal";0,788;1;0;1
"corée";0,702;1;1;0,969
"contradiction";1;1;1;0,001
"connait";1;1;1;0,02
"concurrence";1;1;0;1
"complémentaire";1;1;0,031;0,932
"chips";1;1;1;0,236
"cautionner";0;1;1;1
"capitale";1;1;0;1
"btc";1;1;0;1
"britannique";0,003;1;1;1
"au_delà";1;1;0,031;1
"attiser";0;1;1;1
"argumenter";1;1;1;0,006
"algérie";0;0,958;1;1
"aisé";1;1;0;1
"afghan";0,113;1;1;0,218
"addiction";1;0,305;0;1
"accompagnement";1;0,269;0,405;0,754
"évoquer";0,702;1;0,064;1
"écraser";1;1;0,04;1
"échouer";1;1;1;0,049
"youtube";1;0,868;1;0,024
"vrm";0,615;0,914;1;0,135
"voyou";0;1;1;1
"vomir";1;1;1;0,032
"vendeur";1;1;0,01;1
"valoriser";1;0,234;0,002;1
"vague";1;0,269;0,405;1
"usine";1;1;0;1
"tordre";1;1;1;0,009
"table";1;0,958;0,405;0,44
"superbe";1;0;1;1
"subvention";1;1;0;1
"subjectif";1;1;1;0
"structurel";1;1;0,632;0,135
"spécifique";1;1;0;1
"sdf";1;1;0,001;1
"sauvage";0,001;1;1;1
"saccager";0;0,958;1;1
"rigueur";1;0,958;1;0,032
"restriction";0,206;1;0,024;1
"remboursement";1;1;0;1
"rattraper";1;0,201;0,001;1
"ras";0,325;1;1;0,44
"rabaisser";1;1;1;0,002
"pull";1;1;1;0
"précarité";1;1;0;1
"prononcer";0,702;1;1;0,009
"pont";1;1;0;1
"plier";1;1;0,747;0,091
"phase";1;1;0,225;1
"opposé";0,615;0,914;1;0,049
"noter";0,082;0,914;1;0,58
"nettement";1;1;0;1
"natif";1;1;1;0
"mythe";1;1;0,004;1
"montage";1;1;1;0,306
"mdrr";1;1;1;0
"maître";1;0,269;1;0,091
"limitation";1;1;0;1
"inverser";0,001;1;1;1
"ingénieur";1;1;0;1
"indécent";1;1;0;1
"inconnu";1;1;1;0
"inaction";0;1;1;1
"inacceptable";0,005;1;1;1
"hallucinant";0,615;0,914;1;0,306
"géant";1;1;0;1
"gratuitement";1;1;0,001;1
"gaspillage";1;0,914;0;1
"gain";1;1;0;1
"frustration";1;1;1;0,002
"fr";1;1;0,001;1
"fléau";1;0,958;1;0,032
"etats";0;1;1;1
"entretenir";1;1;0,018;1
"emporter";1;1;1;0,049
"emji_visage_aux_yeux_en_spirales";1;0,269;1;0,009
"embaucher";1;1;0;1
"délire";0,113;1;1;0,754
"disparition";1;1;1;0,218
"dent";1;1;1;0,076
"dab";1;1;0;1
"croyance";0,702;1;1;0,032
"contraint";1;1;1;0,049
"constituer";0,001;1;1;1
"conjugal";1;1;1;0,002
"comparable";0,702;1;0;1
"collectivité";1;1;0;1
"classement";1;1;1;0,085
"chatgpt";1;1;1;0
"chapeau";1;0,914;0,632;0,306
"chanter";0,001;0,269;1;1
"caissier";1;1;0;1
"briser";0;1;1;1
"biaisé";1;1;1;0
"bern";1;1;0,001;1
"bb";1;0;1;1
"banaliser";1;1;1;0,032
"assureur";1;1;0;1
"armement";0;1;0,747;1
"ancêtre";1;1;0,18;0,754
"amnesty";0;1;1;1
"aise";1;1;1;0
"affect";1;1;1;0,009
"activiste";0;1;1;1
"actionnaire";1;1;0;1
"équiper";1;0,868;0,236;1
"élevage";1;1;0;1
"égoïste";1;1;1;0,001
"vénézuélien";0,057;1;1;0,748
"votations";1;1;1;0,004
"vegan";1;0,234;1;0,004
"témoin";0;1;1;1
"transporter";1;0,914;0;1
"transaction";0,018;1;0,002;1
"sélection";1;1;1;0,01
"séjour";1;1;0,316;0,306
"solidaire";1;0,914;0,127;0,935
"socialement";1;1;0,127;0,58
"silencieux";0,057;1;1;0,196
"seuil";1;1;0;1
"résistance";0;1;1;1
"réparation";0;1;1;1
"représentation";1;1;0;1
"reproduire";1;0,914;1;0,135
"rente";1;1;0,04;1
"reconstruire";0,082;0,914;1;0,306
"raser";0,003;0,914;1;0,935
"préoccuper";0,082;1;0,316;1
"proportionnellement";1;1;0;1
"poisson";1;1;0,236;0,748
"pme";1;1;0;1
"planter";1;1;0;1
"participant";0,024;1;0,312;1
"parier";1;0,201;1;0,748
"oups";1;1;1;0,001
"organe";0;1;1;1
"ofs";1;1;1;0,049
"neurone";1;1;1;0,001
"netanyahou";0;1;1;1
"mêler";1;1;1;0,004
"mètre";1;1;0,031;1
"moche";1;1;1;0,135
"miracle";1;0,914;1;0,306
"min";1;1;0;1
"majoritaire";1;1;1;0,015
"mai";0;1;1;1
"limité";1;1;0;1
"licencier";1;1;0;1
"langage";0,615;1;1;0,049
"is";1;1;1;0,004
"irlande";1;1;0,031;1
"innovation";1;0,713;0;1
"indignation";0;1;1;1
"imposition";1;1;0;1
"hurler";0,263;1;1;0,306
"généreux";1;0,234;0,316;1
"génocidaire";0;1;1;1
"goûter";1;0;0,127;1
"gazer";0;1;1;1
"garantie";0,444;1;0,002;1
"fêter";0,263;1;1;0,135
"franchise";1;1;0;1
"fm";1;1;0;1
"fixer";1;1;0;1
"expulser";0,011;1;1;1
"excès";1;1;0;1
"ennuyer";1;1;1;0
"emji_v_de_la_victoire";0,363;0,767;1;1
"emji_trèfle_à_quatre_feuilles";1;0;1;1
"emji_poing_levé";0,011;0,201;1;1
"ego";1;1;1;0,001
"déconnecter";1;1;1;0,004
"décembre";1;1;0;1
"dsl";1;1;1;0,015
"diversité";1;1;0,79;0,282
"diffuser";1;1;1;0,001
"coûteux";1;1;0;1
"contrainte";1;1;1;0,049
"contenter";1;1;1;0,001
"consacrer";1;0,234;0,632;1
"concevoir";1;1;0,632;0,58
"coincer";0,018;1;1;1
"cochon";1;0,201;1;0,076
"cercle";1;1;1;0,024
"centrale";1;1;0;1
"centime";1;1;0;1
"cagoule";0,002;1;1;1
"c2";1;1;1;0
"bouffer";0,615;1;0,127;1
"boucher";1;0;0,04;1
"bla_bla";0,508;1;1;0,947
"beurre";1;1;0,205;0,715
"bain";1;0,868;1;0,196
"autoritaire";0,615;1;1;0,015
"assistant";1;0,201;1;0,076
"architecte";1;1;0,005;1
"appart";1;1;0,01;1
"alpe";1;1;0,411;0,564
"affiche";1;0,023;1;0,015
"éteindre";1;0;1;0,74
"éclater";0,011;1;1;0,42
"éclairer";1;1;1;0,076
"yodel";1;0,819;1;0,002
"wikipedia";1;0,201;1;0,006
"volant";1;1;0;1
"violeur";0;1;1;1
"utilité";1;1;0,005;1
"urgent";0,529;0,868;0,024;1
"tourisme";1;0,819;0;1
"totalité";0,363;1;0,113;1
"tolérer";0,206;1;0,915;1
"symbolique";1;1;0,085;1
"suède";1;1;0,04;1
"sommet";0,002;1;1;1
"solaire";1;0,868;0;1
"sketch";1;1;1;0,024
"singapour";1;0,596;0,094;1
"républicain";1;1;1;0,002
"réforme";1;1;0,024;1
"récolter";0,529;1;1;0,196
"réchauffer";1;1;0;1
"rompre";0;1;1;1
"retraité";1;1;0;1
"rentable";1;1;0;1
"relâcher";0,011;1;1;1
"recommander";1;1;1;0,024
"rat";0,913;1;0,411;1
"protéine";1;1;0,236;0,42
"profession";1;1;0,053;0,939
"prince";1;1;1;0,01
"prestation";1;1;0;1
"pompier";1;1;1;0
"piscine";1;1;0,79;0,115
"pause";1;1;0,085;1
"parer";1;0,819;0,411;0,939
"pacifiste";0;1;1;1
"ouvertement";0,156;1;1;0,282
"opposition";0,003;1;1;1
"ong";0,206;1;0,085;1
"oms";0,715;1;0,071;1
"objectivité";1;1;1;0,001
"naturaliser";1;0,868;1;0
"météo";1;1;0;1
"musk";1;1;1;0,006
"montreux";1;1;1;0,024
"mobilité";1;1;0;1
"mascarade";1;1;0,915;0,748
"maduro";0;1;1;1
"louper";0,206;0,868;1;0,196
"loisir";1;1;0;1
"lambda";1;1;0,915;0,196
"lacrymo";0;1;1;1
"jaloux";1;0,201;1;0,076
"issu";1;1;0,001;1
"interpeller";1;1;1;0,001
"infiltrer";0,001;1;1;1
"immédiat";0,529;1;0;1
"idf";0;1;1;1
"habituer";1;0,819;1;0,01
"géopolitique";0,206;1;1;0,748
"gras";1;1;1;0,016
"gentiment";1;1;0,519;0,42
"fédération";0,006;1;1;1
"flagrant";1;1;0,915;0,748
"filer";1;1;0,236;0,42
"exorbitant";1;1;0;1
"exagérer";1;1;1;0,024
"enfaite";1;1;0,236;1
"emmener";1;1;0,024;1
"emji_étourdissement";1;0;1;1
"emji_visage_endormi";1;0;1;1
"emji_mains_levées_peau_claire";1;0;1;1
"emji_coeur_blanc";1;0;1;1
"efficacité";1;0,201;0,085;1
"dépendant";1;1;0,006;1
"dénigrer";1;0,868;1;0,024
"délocaliser";1;1;0;1
"délinquant";0,206;1;1;0,076
"dégueulasse";1;0,767;0,662;1
"drh";1;1;0;1
"douteux";1;1;0,915;0,196
"distribution";1;1;0;1
"deviner";1;1;0,519;0,748
"design";1;0,868;0,236;0,748
"cuisine";1;1;1;0,024
"continu";0,529;1;0;1
"contact";1;1;1;0,024
"confronter";0,011;1;1;0,748
"concert";1;0;0,535;1
"concentration";1;1;0;1
"composer";1;1;0,236;1
"cible";1;1;1;0,42
"choc";1;1;0,085;0,748
"chasser";0;1;1;1
"champ";1;1;0,236;1
"cellule";0,024;1;1;1
"carence";1;1;1;0,06
"bisounours";1;0,868;1;0,024
"bisou";1;0,201;1;0,196
"benjamin";0;1;1;1
"aérien";0,011;1;0,024;1
"annuler";0,206;1;0,001;1
"agréable";1;0,868;1;0,024
"absurdité";1;1;0,024;1
"50mio";1;1;0;1
"2x";1;1;0,519;0,196
"évidement";1;1;0,168;1
"électoral";1;1;0;1
"you";0,217;0,086;1;1
"végétarien";1;0,819;1;0,115
"turc";0,849;1;1;0,488
"traîner";0,816;1;1;0,74
"torturer";0;1;1;1
"tiktok";1;1;1;0
"ticket";1;1;0;1
"symptôme";1;1;0,013;1
"survie";1;1;0;1
"sueur";0,444;0,012;0,053;1
"standard";0,816;1;0,006;1
"spécialiser";1;1;0;1
"souverain";0,003;1;1;1
"soumission";0,816;1;1;0,172
"scénario";1;1;1;0,01
"sauveur";0,156;0,819;1;0,564
"sauce";1;1;1;0,396
"sanitaire";1;1;0;1
"résolution";0;1;1;1
"répétition";1;1;0,168;0,939
"réparer";1;1;0,113;1
"râler";1;0,819;0,002;1
"rond";1;1;1;0,038
"romain";0;0,819;1;1
"resto";1;0,819;0;1
"ressortir";0,444;1;0,79;1
"redonner";1;0,169;0,79;0,939
"reconstruction";0;1;1;1
"reconnaissant";0,913;0,819;0,79;1
"racial";0,038;1;1;0,282
"queue";1;1;0,002;1
"questionner";1;1;1;0,115
"ptdr";1;1;1;0,06
"promener";1;1;1;0,115
"professeur";1;1;1;0,282
"portugais";1;0,767;1;0,016
"plafond";1;0,767;0;1
"pesticide";1;1;0;1
"peser";1;1;0;1
"persuader";1;1;1;0,115
"personnalité";1;1;1;0,002
"payant";1;1;0;1
"patriarcat";1;1;1;0,001
"ordinaire";0,913;1;1;0,564
"orange";1;1;1;0,038
"opposant";0;1;1;1
"omettre";1;1;0,79;0,282
"numérique";1;1;0;1
"nuire";0,006;1;1;1
"motiver";1;1;1;0,282
"mordre";0,006;1;1;1
"minoritaire";1;1;1;0,172
"milei";1;1;0,84;0,145
"mesurer";1;1;0,168;0,564
"matelas";1;1;1;0,001
"malpoli";1;1;1;0
"lunette";1;1;1;0,002
"louer";1;0,819;0,002;1
"lara";1;0;1;1
"judée";0;1;1;1
"janvier";1;1;1;0,115
"inciter";1;1;0,053;1
"immédiatement";0,006;1;0,79;1
"humilier";0,363;1;1;0,06
"hollywood";1;1;1;0
"génocidaires";0;1;1;1
"grossesse";1;1;0,053;0,939
"fracasser";0,038;1;1;0,564
"flottille";0;1;1;1
"fierté";1;0,169;1;0,282
"explosion";0,444;0,819;0,053;1
"ete";0,363;1;1;0,396
"espion";0,967;1;1;0,03
"enterrer";0;1;0,79;1
"empreinte";1;1;0;1
"emmental";1;1;0;1
"emji_visage_avec_un_doigt_sur_la_bouche";0,913;1;0,053;1
"emji_coeur_violet";0,191;0;1;1
"emji_coeur_avec_bandages";0;1;1;1
"embêter";1;1;1;0,038
"dérive";0,816;1;1;0,06
"définitif";0;1;0,411;1
"défenseur";0,038;1;1;1
"décès";0,444;0,819;1;0,282
"débarrasser";1;0,767;1;0,016
"directeur";1;1;0,013;1
"dinguerie";1;0,819;1;0,038
"dialogue";1;1;1;0,01
"destiner";1;1;0,053;1
"cultiver";0,913;1;1;0,282
"culpabilité";1;0,767;1;0,016
"cuba";0,038;1;0,782;1
"crème";1;1;0,79;0,282
"cqfd";0,113;1;0,312;1
"couler";1;1;0;1
"cotiser";1;0,819;0;1
"coop";1;1;0;1
"contraignant";1;1;0,013;1
"conséquent";1;1;0;1
"compatriote";0,913;1;1;0,115
"collaborateur";0,156;1;0;1
"classer";0,715;1;0,979;0,943
"cité";0,024;1;1;1
"chômeur";1;1;0;1
"chimique";1;1;0;1
"chaussure";1;1;1;0
"catholique";1;1;1;0,115
"carton";0,913;1;0;1
"c1";1;1;1;0,001
"bâle";1;0,005;0;1
"brillant";1;1;0,411;0,282
"bilan";1;1;0,001;1
"biensur";1;1;1;0,172
"avérer";1;1;1;0,01
"avancé";1;0,169;1;0,115
"associer";1;1;0;1
"asiatique";1;1;0,302;0,52
"artisan";1;0,767;0,006;1
"argumentation";0,913;1;1;0,115
"arbitraire";0;1;1;1
"appuyer";1;1;1;0,038
"antisémitisme";0;1;1;1
"and";0,363;1;1;0,172
"amélioration";1;1;0;1
"affronter";1;1;1;0,002
"adhérer";0,363;1;1;0,172
"adaptation";1;1;0;1
"abo";1;1;0;1
"étatique";0,024;1;0,662;1
"établissement";1;1;0,001;1
"ère";0,816;1;0,001;1
"çà";1;1;1;0,004
"zoug";1;1;0;1
"z";1;1;0,845;0,541
"xénophobie";1;1;1;0,172
"vigueur";0,113;1;0,662;1
"vachement";0,363;1;0,312;1
"témoigner";0,024;1;0,312;1
"tir";0,003;1;0,312;1
"tesla";1;1;0;1
"taxation";1;1;0;1
"taf";1;0,008;1;0,172
"tabac";1;1;0,016;1
"séparer";0,816;1;1;0,396
"sélectionner";1;1;1;0,044
"surement";1;1;1;0,004
"stratégique";0,113;1;0,031;1
"station";1;0,767;0;1
"soi_disant";0,024;1;1;0,74
"shoah";0;1;1;1
"scooter";1;0,767;0;1
"saluer";0,363;0,139;1;1
"révolution";0,003;1;1;0,74
"résidence";1;1;0,071;0,943
"réguler";1;1;0;1
"récit";1;1;1;0,06
"revendre";0,816;1;0;1
"restauration";1;0,767;0;1
"restant";0,816;1;1;0,74
"repousser";1;1;0,031;1
"pédophilie";1;1;1;0,027
"préalable";0;1;1;1
"producteur";1;1;0;1
"prier";0,077;1;1;0,254
"pourvoir";1;0;1;1
"poupée";1;1;0,016;1
"poulet";1;1;0;1
"plateformes";1;1;0,535;0,254
"pib";1;1;0;1
"pia";1;0,111;1;0,006
"perturber";1;1;0,031;1
"pencher";1;0,767;1;0,001
"partenaire";1;1;0,662;0,396
"parmis";0,113;1;0,312;1
"panneau";1;1;0,016;1
"out";1;1;0;1
"ouin";0,081;1;1;0,668
"oreille";1;1;1;0,001
"nécessiter";0,816;1;0;1
"naturalisation";1;1;1;0
"nationaliste";0,024;1;1;0,396
"multi";1;1;0,031;1
"moquerie";1;1;1;0,002
"monopole";1;1;0,662;0,396
"mini";1;1;1;0,06
"mexique";1;0,331;1;0,446
"maternité";1;1;0;1
"léman";1;1;0;1
"linguistique";1;1;1;0
"licenciement";1;1;0,031;1
"jambe";1;0,767;0,031;1
"invention";1;0,767;1;0,06
"inculte";1;1;1;0,016
"incompréhensible";1;1;0,113;1
"incendie";0,287;1;0,979;1
"horlogerie";1;0,713;0,016;1
"guyane";1;1;0,001;1
"genevoise";1;1;1;0,06
"fréquenter";1;0,713;0,016;1
"freiner";1;1;0;1
"fraude";1;1;0;1
"francais";1;1;0,225;0,943
"fixe";1;1;0;1
"fidèle";0,024;1;1;0,396
"fantasme";1;1;1;0,027
"faillite";1;1;0;1
"exclure";1;1;0,662;0,74
"etes";1;0,713;1;0,006
"erroné";0;1;1;1
"er";0,002;1;0,071;1
"envisager";1;0,767;0,006;1
"emji_visage_neutre";1;1;0,152;1
"emji_visage_démoralisé_avec_goutte_de_sueur";1;0,005;1;0,544
"emji_visage_bleu_et_froid";1;0,468;0;1
