"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"formule";1;1;0;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1
"flamme";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"fashion";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;0,001;1;1;1;1;0,047;1
"fasciner";1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;0;1;1;1;1
"etre";1;1;1;1;1;0;1;1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1
"estival";1;1;1;1;0,037;1;1;0,002;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1
"enseignant";1;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"ennuyer";1;1;1;1;0,037;1;1;1;0,037;0,007;1;1;1;1;1;1;1;1;1;1;1;1
"ennui";1;1;1;1;1;1;1;1;0,037;1;1;1;0,031;1;1;1;1;1;0,021;1;1;1
"enfiler";1;1;1;1;1;1;1;0,002;1;1;1;1;1;0,004;1;1;0,018;1;1;1;1;1
"embarquer";1;1;1;1;1;0,054;1;1;1;1;1;1;1;1;1;0,001;0,018;1;1;1;1;1
"eighties";1;1;1;1;1;1;1;1;1;1;0,026;1;1;1;1;0,001;1;1;1;1;0,047;1
"dévoiler";1;1;1;1;1;0,054;1;1;1;1;1;1;1;1;1;1;1;0,034;1;0,058;1;1
"dévaler";1;1;1;1;1;0,054;1;1;1;1;1;1;1;1;1;1;0,018;1;1;1;1;0,011
"déplacer";1;1;1;0,004;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"déclaration";1;0,008;1;1;1;1;1;1;1;1;1;1;0,031;1;1;1;1;1;1;1;0,047;1
"débarquer";1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;0,058;1;1;0,034;1;1;1;1
"docteur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;1;1;0,058;1;0,011
"diligence";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"difficulté";1;1;1;1;0,037;1;1;1;0,037;1;0,026;1;1;1;1;1;1;1;1;1;1;1
"dessiner";1;1;0,009;1;1;1;1;1;1;1;1;1;1;1;0,058;0,001;1;1;1;1;1;1
"dessin";1;1;1;1;1;1;1;1;1;1;1;0,011;0,031;1;0,058;1;1;1;1;1;1;1
"cuit";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;1;1;0;1;1
"cuisiner";0,002;1;0,009;1;1;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;1;1;1
"cuire";1;1;1;0,004;1;1;1;1;1;1;1;0,011;1;1;1;1;0,018;1;1;1;1;1
"convivialité";1;1;1;1;1;0;1;1;0,037;1;1;1;1;1;1;1;1;1;1;1;1;1
"convaincre";0,002;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1
"concert";1;1;1;1;1;1;0,001;0,002;1;1;1;1;1;1;1;1;1;1;1;1;0,047;1
"code";1;1;1;1;1;1;1;1;1;0,007;1;1;1;1;1;0,001;1;1;1;0,058;1;1
"climat";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,034;1;0,058;1;0,011
"cliché";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;1;1;0;1;1
"clandestin";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,034;1;1;1;1
"cimetière";1;1;1;1;1;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;0;1;1
"chronique";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,034;1;0,058;0,047;1
"cheval";1;1;1;1;1;0,054;1;1;1;1;1;1;0,031;1;1;1;1;1;1;1;1;0,011
"chauffer";1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;0,058;0,001;1;1;1;1;1;1
"cezame";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"centre";1;1;0,009;1;1;1;1;0,002;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1
"centimètre";0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1
"centaine";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,034;1;1;1;1
"casser";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,058;1;1
"caractère";1;1;0,009;1;1;1;1;1;1;1;0,026;1;1;1;1;1;1;1;1;0,058;1;1
"camping";1;1;1;0,004;1;0,054;1;1;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1
"camarade";1;1;1;1;0,037;1;1;1;1;1;1;1;0,031;1;1;1;1;0,034;1;1;1;1
"cabanon";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"bricoler";1;1;0,009;1;0,037;1;1;1;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1
"bricolage";1;1;1;1;1;1;1;1;1;0,007;1;1;1;1;0,058;1;0,018;1;1;1;1;1
"boule";1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;1;1;0,021;1;0,047;1
"boucle";1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,058;1;1;1;1;1;1;1
"boisson";1;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;1;1;0,034;0,021;1;1;1
"boguet";1;1;0;1;1;1;1;1;1;1;1;1;0,031;1;1;1;1;1;1;1;1;1
"belge";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;0,018;1;1;1;0,047;1
"bateau";1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;0,058;1;0,018;1;1;1;1;1
"automobiliste";1;1;1;1;1;1;1;1;1;1;1;0,011;0,031;1;1;1;1;1;1;0,058;1;1
"attaque";1;1;1;1;0,037;1;1;1;1;1;1;1;1;0,004;1;1;0,018;1;1;1;1;1
"attacher";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,047;0
"armaillis";1;1;1;1;1;1;0;1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;1
"armailli";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,011
"appartement";1;1;1;1;1;0,054;1;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1;0,011
"alpe";1;1;1;1;1;1;1;1;1;1;0,026;1;1;1;1;1;0;1;1;1;1;1
"alarme";0;1;1;0,004;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"agréable";1;1;1;1;1;0,054;1;1;0,037;1;1;1;1;1;1;1;0,018;1;1;1;1;1
"affectueux";1;0,008;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"adresse";1;1;1;1;0,037;1;1;1;1;1;1;1;0,031;1;1;1;0,018;1;1;1;1;1
"accessoire";1;1;1;1;1;1;1;1;1;1;1;1;0,031;1;0,058;1;1;1;1;1;0,047;1
"*rts_a";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_1000";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_1700";0,026;1;1;1;1;1;0,018;1;1;1;1;1;1;0,036;0,216;1;1;1;1;0,216;1;1
"*postComments_22";1;1;0,437;0,347;0,682;0,772;1;1;1;0,017;1;1;0,644;1;0,79;1;1;0,663;1;0,008;1;1
"*postReposts_12";1;1;1;1;1;1;1;1;0,037;1;1;1;0,031;1;1;1;1;1;1;0,058;1;1
"*postDate_31-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*lang_fr";0,639;0,595;0,588;0,616;0,516;0,49;0,655;0,639;1;0,602;1;0,582;1;1;0,485;0,655;0,556;0,521;1;0,485;1;0,582
"*a_0999";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_2700";0,002;1;1;1;1;1;1;1;1;1;0,026;1;1;1;1;1;1;1;1;0,058;1;1
"*postComments_35";0,08;1;0,161;1;0,318;1;1;1;1;1;1;1;1;0,102;1;1;1;0,305;1;0,017;1;1
"*postReposts_131";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_29-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0998";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_3000";0,026;1;1;0,041;1;1;1;1;0,162;1;1;1;1;1;1;1;1;1;1;0,216;1;0,073
"*postComments_94";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postReposts_68";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_28-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0997";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_382";1;1;1;1;1;1;1;1;1;1;1;1;0,031;1;0,058;0,001;1;1;1;1;1;1
"*postComments_9";1;0,045;1;0,248;1;0,813;1;1;1;1;1;1;0,002;0,223;0,316;0,757;0,492;1;1;0,838;1;1
"*postReposts_1";1;1;1;0,701;1;1;1;1;1;0,278;0,617;0,91;0,077;1;1;0,097;1;0,302;0,547;0,19;0,141;1
"*postDate_26-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0996";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_2600";1;1;1;1;0,318;1;1;1;1;0,137;0,265;1;0,292;0,102;1;0,061;1;1;1;1;1;0,174
"*postComments_70";1;1;1;1;1;1;1;1;1;1;1;1;0,005;1;0,012;1;1;1;1;1;1;1
"*postReposts_42";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_24-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0995";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_431";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0994";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_3300";1;1;1;1;1;0,124;1;1;1;1;0,069;1;1;1;0,13;1;1;1;1;1;0,111;1
"*postComments_155";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postReposts_40";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_21-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0993";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_320";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_19-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0992";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_874";1;1;1;1;1;1;1;1;1;1;1;0,011;1;0,004;0,058;1;1;1;1;1;1;1
"*postComments_16";0,077;1;0,853;0,735;1;0,54;1;0,636;1;1;1;1;1;1;0,138;0,567;0,984;1;0,305;1;1;0,017
"*postReposts_7";1;1;1;0,018;0,092;1;1;1;1;1;1;1;1;1;0,13;1;1;0,086;1;1;1;1
"*a_0991";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_43200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postComments_136";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postReposts_816";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_17-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0990";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_71200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_372";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_1700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_15-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0989";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_17200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_45";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;0,058;1;0;1
"*postReposts_362";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_14-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;0,009;1
"*a_0988";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_10200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_142";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postReposts_167";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0987";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6200";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_46";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_92";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0986";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_8900";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1
"*postComments_134";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postReposts_114";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_12-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0985";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_538";1;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1;1;0,012;1;1
"*postReposts_6";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postDate_10-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0984";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_350";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_5";1;0,105;1;1;1;1;0,46;1;1;1;0,238;1;0,272;0,06;1;0,46;0,857;0,991;0,881;1;0,361;0,757
"*postReposts_4";1;1;1;0,074;1;0,295;1;1;1;1;1;1;0,217;0,066;1;0,036;1;1;1;1;0,273;1
"*postDate_8-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0983";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1500";0,005;1;1;1;0,682;0,772;1;0,278;0,682;1;0,605;1;1;1;1;1;1;0,663;1;0,79;0,737;0,027
"*postComments_36";1;1;1;0,157;1;1;1;1;0,017;1;0,337;1;1;1;1;0,09;1;0;1;1;1;1
"*postDate_7-12-2025";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0982";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postComments_12";0,254;1;1;1;0,318;1;0,016;0,946;1;0,072;1;0,112;1;1;0,456;0,197;0,177;1;1;1;0,386;1
"*postReposts_19";1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;1;1;1;0,006;1;1;1;1
"*postDate_5-12-2025";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0981";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_397";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_288";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0980";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_1800";0,194;1;1;1;1;0,63;1;1;0,546;0,289;1;1;0,511;1;1;0,158;0,021;1;1;1;0,597;0,346
"*postReposts_13";1;1;1;1;1;1;1;1;0,162;1;0,128;1;1;1;1;0,018;1;1;1;0,216;0,189;1
"*postDate_1-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0979";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_574";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_8";1;1;0,963;0,18;1;1;1;0,739;0,559;0,904;1;0,991;0,51;1;0,704;0,665;0,387;1;0,073;0,22;0,632;1
"*postReposts_14";1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1;1
"*postDate_30-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0978";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_76";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002;1;1;1;1;1
"*postReposts_20";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1
"*postDate_28-11-2025";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0977";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_1000";0,405;1;0,061;1;0,861;0,955;1;1;1;1;0,778;0,616;1;0,46;0,273;1;0,108;0,84;1;1;0,919;0,616
"*postReposts_3";1;1;0,271;1;0,473;0,552;0,122;0,154;0,473;1;0,407;1;1;1;1;1;1;0,457;1;0,567;1;1
"*postDate_26-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0976";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_41";1;1;1;1;1;0,207;1;1;1;1;0,128;0,073;1;1;0,216;1;1;1;1;1;1;0,073
"*postReposts_15";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_24-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0975";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_15400";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_144";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_209";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_23-11-2025";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*a_0974";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1900";1;1;0,327;1;0,546;1;0,158;1;0,047;1;1;1;0,511;1;0,646;0,158;1;1;0,44;1;0,597;1
"*postComments_32";1;1;1;1;1;0,124;1;1;1;0,024;0;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_30";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_21-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0973";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2800";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;0,001
"*postComments_86";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_21";1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1;1;0,001
"*postDate_19-11-2025";1;1;1;1;1;1;1;1;1;1;1;0,001;0,005;1;1;1;1;1;1;1;1;1
"*a_0972";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_339";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_23";0,025;0,613;1;1;1;1;1;0,446;0,914;0,587;1;1;0,873;1;0,32;1;0,007;1;0,785;0,32;0,972;1
"*a_0971";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_1400";1;0,899;1;0,01;1;1;1;0,706;1;0,869;0,423;0,262;1;0,774;0,657;1;1;1;1;0,657;0,02;1
"*postComments_25";1;1;1;0,203;0,473;1;1;1;0,473;1;1;0,006;1;0,186;0,567;1;1;1;1;1;0,521;0,288
"*a_0970";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7300";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_90";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_127";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_17-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0969";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_73";0;1;1;1;1;0,011;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_24";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-11-2025";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0968";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_19";1;0,659;0,097;0,575;0,03;1;1;0,486;1;1;0,879;0,109;1;0,546;1;1;0,811;1;1;1;1;1
"*postDate_14-11-2025";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5700";1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;1;1;1
"*postComments_223";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postReposts_45";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0966";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_513";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_6";1;0,245;0,268;1;1;1;1;0,739;0,559;0,904;0,461;0,991;1;1;1;0,665;1;1;0,073;0,22;0,632;0,991
"*postReposts_5";1;1;1;1;1;0,011;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_11-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0965";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_34700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_247";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_801";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_9-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0964";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_857";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_7-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0963";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_27";1;1;1;0,004;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postReposts_66";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_6-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0962";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_5400";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1;1;0,006;1;1;1;1
"*postComments_196";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postReposts_88";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_5-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0961";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_22900";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_232";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_1100";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-11-2025";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0960";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_39500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_745";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
